"","V1","V2","V3"
"1",0.041506335054294,0.14980427690575,0.0205593434725713
"2",0.0465318437246889,0.155626638088844,0.0215340119497994
"3",0.0482132841938633,0.148977382603787,0.0286232868001566
"4",0.0485360715898936,0.144340669078019,0.0283517322744786
"5",0.0481435585188771,0.1446751056118,0.01882579858186
"6",0.0500900692601734,0.148934064343414,0.0179458886096371
"7",0.0549879843939576,0.152631172652219,0.0209604405246968
"8",0.0420478153597585,0.151739501678823,0.0219391990052972
"9",0.0451677196865113,0.15438931219551,0.0180186886972524
"10",0.048412200095627,0.163665346523612,0.0154579303477653
"11",0.0421495942416029,0.155117578190146,0.019607171876413
"12",0.0432320763201164,0.149929672642257,0.0216090823874989
"13",0.0425751124765434,0.156191638886502,0.0203042031351764
"14",0.0493625919272998,0.153445318268297,0.0206801352706315
"15",0.0445178613768195,0.155291957724395,0.0207181915795754
"16",0.0497121543512646,0.150223539235509,0.0241778539066705
"17",0.0446680923317691,0.150277967079227,0.0263826254609391
"18",0.0469069655685905,0.147476730803823,0.0265363233118421
"19",0.048470879454066,0.149748434297187,0.0180977358282806
"20",0.0477905563741439,0.157423922035672,0.0209379930646606
"21",0.0435793457325136,0.150347706672831,0.0247518142717374
"22",0.0500628114569769,0.146969936652283,0.0181587042905643
"23",0.0448219450247563,0.152303527308487,0.0182035905699116
"24",0.0440501902597951,0.155457174396268,0.0221846994288912
"25",0.0539595552331085,0.151627617648689,0.021586983960061
"26",0.0442789508188561,0.148431301927607,0.0194385519748004
"27",0.0467732472849038,0.158465647409736,0.018646721627029
"28",0.0537297110180699,0.154026341047745,0.0203091283711984
"29",0.0430639735017645,0.145412662914461,0.0194933090413559
"30",0.041297666496093,0.149923106263359,0.0168524442423466
"31",0.0411522939012115,0.155127834452787,0.0162547102627201
"32",0.0441697933039336,0.144067720856196,0.0202105667260762
"33",0.0418701928253119,0.147698594617762,0.0171190303416315
"34",0.0413791461323439,0.164374725831866,0.0160018983189618
"35",0.0434956005118684,0.155391291681306,0.0212955535507885
"36",0.0407826160686131,0.15183981378686,0.0232712109577768
"37",0.0431844202441449,0.151383156983765,0.0187770611019838
"38",0.0507222035432573,0.151771268784661,0.0261367642147295
"39",0.0432833230647153,0.155020757334856,0.0166284667094391
"40",0.0451077069534751,0.156711035709242,0.0237466460553251
"41",0.0395983210808977,0.152974446210317,0.0212400178576839
"42",0.0442328192258005,0.152000083291418,0.0184446456052033
"43",0.0414634044095519,0.149734428612003,0.0165261924117541
"44",0.0472764470931591,0.159383306144004,0.0150253135499947
"45",0.0421617951362858,0.154018993926475,0.0215416407477763
"46",0.044023839104395,0.155111686641535,0.0238221601277223
"47",0.0464796738206564,0.152157222787302,0.0218483905808148
"48",0.0474318503043719,0.148987506285569,0.0216286872093401
"49",0.0473410646303763,0.15097230353099,0.02340809445137
"50",0.0450426441346759,0.16062302925432,0.0197655443982403
"51",0.0498951996380422,0.151460401992056,0.0204631022737722
"52",0.0459297855780854,0.155726808459777,0.0123052642293623
"53",0.0434750880496451,0.157810764417093,0.0174652350646325
"54",0.0550213820896559,0.153481334539594,0.0193186866683827
"55",0.0475392232211607,0.156090401513846,0.0228493972383357
"56",0.0496234987236777,0.139610052516963,0.0231053880887093
"57",0.0429004788671378,0.149011305984697,0.0249741619794125
"58",0.0443405964652112,0.155681006858629,0.0138453077461999
"59",0.0484824011331314,0.155544120166186,0.0180520293243829
"60",0.0516928233421123,0.150780140674386,0.0201099100117045
"61",0.0450569612712364,0.159072317823516,0.0157449373331542
"62",0.0450468152657338,0.154265492911485,0.0175524820190771
"63",0.0443919735774376,0.154544932429247,0.0171244670500307
"64",0.0464491963869004,0.162562716048484,0.0197855470797179
"65",0.0465467290373711,0.153180203932924,0.0204213350003728
"66",0.0488988730113916,0.157472014732667,0.0162789445565075
"67",0.0525779403688575,0.156993193819364,0.0188026137356461
"68",0.0496931638679844,0.155653300220556,0.0169083371249007
"69",0.0415274373167203,0.161150852672915,0.018804306380961
"70",0.0469728276257584,0.146949046010498,0.0231950242434845
"71",0.0468083941792074,0.156341677826641,0.0247427389434152
"72",0.0478248826490233,0.147013380598202,0.0224633260950783
"73",0.0464566702900261,0.156997176210333,0.0183693170419655
"74",0.0467134467723955,0.156880459228548,0.0152188090714103
"75",0.0456436297163971,0.158004977090351,0.0145664731483397
"76",0.0475137920303013,0.165016388138948,0.0128307550724662
"77",0.0480043518141103,0.160367365955718,0.0153838039209694
"78",0.0455630640552246,0.145275431089642,0.0231602042605649
"79",0.0450808805361701,0.147192549398402,0.0213677844634946
"80",0.03948667057341,0.151987759967057,0.0159662123361294
"81",0.0416918363990881,0.159089125665025,0.0133969174975767
"82",0.0360123774268913,0.154323958234493,0.018758059766565
"83",0.0440544593322482,0.151835772828534,0.0208879029021318
"84",0.0461468217224387,0.151740627303684,0.0158732205380598
"85",0.0478823863736376,0.154413698119749,0.0184160191573123
"86",0.0429010653523459,0.148690136016036,0.0242748983740873
"87",0.046238104090436,0.157468489296652,0.0190787904569301
"88",0.0500551218783857,0.156445591007143,0.0214838573699015
"89",0.0487035218309489,0.151024730996397,0.0170367656018038
"90",0.0448250982141009,0.145650756134981,0.0241806807254417
"91",0.0459522263278287,0.158464883816677,0.0206008569674782
"92",0.0467744935444061,0.157060500545824,0.0177084453018951
"93",0.0421428255778581,0.156272734843328,0.0110576956522688
"94",0.0405134850425059,0.156112974777966,0.0162487773853897
"95",0.0496394694912857,0.151084423835423,0.0206860079282069
"96",0.0464070973469277,0.157017633736612,0.0171674234832859
"97",0.0448250542386243,0.156021872304537,0.0145393639144995
"98",0.0472734098766517,0.159150719095253,0.0160127823200353
"99",0.045514579445551,0.141472274596785,0.0226968291125113
"100",0.0453245248980756,0.143253598458639,0.0223589516955167
"101",0.0435125749648874,0.154899095216061,0.0162226874157712
"102",0.0420342793288687,0.153898816333229,0.0160777942221467
"103",0.0463292498085215,0.152412264175347,0.0209086381343619
"104",0.0367410497696948,0.154913615595133,0.0171961691291062
"105",0.046186442900507,0.155646889283963,0.0183582816377341
"106",0.044064302116636,0.150323992761306,0.0206752435682982
"107",0.0523828620990806,0.149909854967256,0.0201722911413689
"108",0.0530010564790519,0.150268362191594,0.0200415631380295
"109",0.0491110792707236,0.149855855675483,0.0244127610818573
"110",0.0494361159893541,0.158025409422192,0.0143455423300634
"111",0.0467317848447584,0.153963687366366,0.0164209284072971
"112",0.0424828492032729,0.157787026185158,0.012001238695952
"113",0.051985179220048,0.160910757628337,0.0171261687514446
"114",0.0438467260507336,0.151842925686415,0.0211814849719569
"115",0.0464062213862387,0.156779638224723,0.0182400960839751
"116",0.0473882179311424,0.153445281126507,0.0241635924199721
"117",0.04824086837356,0.148475938477201,0.0221460131179385
"118",0.0430708993202098,0.147297223572785,0.017302658318016
"119",0.0390919650569789,0.160684675814218,0.019608525319962
"120",0.0486187298300016,0.158901404492031,0.0158064800926317
"121",0.0503342963976291,0.147934319850531,0.0239261768157356
"122",0.0502943429298512,0.16235443518201,0.0173834784374155
"123",0.0506558989875563,0.156442262835302,0.0182277993395353
"124",0.0456093950095628,0.152244152664874,0.0261057267129294
"125",0.0487118552120359,0.147522407431846,0.0179982347891546
"126",0.0489180497330173,0.149243826765801,0.0179092047307491
"127",0.0475729253154579,0.145176567933837,0.022402554455325
"128",0.042776262733532,0.151253332874103,0.014680530001708
"129",0.0403280848722767,0.147761364802503,0.0182634496102586
"130",0.0463064695831486,0.149862563921689,0.0244761525564766
"131",0.05000613237456,0.154329099067248,0.0179851607981515
