"","V1","V2","V3","V4","V5"
"1",0.633874131253155,0.00511228280548521,0.674425960772688,0.0504338880020835,3.8879363690936e-09
"2",0.634780166376599,0.00505240994159838,0.619468649057918,0.0357612143690911,3.72523410748237e-09
"3",0.718979547504371,0.00335786640373245,0.57819171627698,0.0681406937296666,4.0958449742534e-11
"4",0.606448591566385,0.00462255003442406,0.568885475137512,0.0478119182695461,1.3534578767877e-08
"5",0.67054221417828,0.00440623942344037,0.608136092448076,0.043280021386048,6.3071761798441e-10
"6",0.611228649818791,0.00586633707189584,0.599140018458512,0.0174657779302832,1.09579923693786e-08
"7",0.672693474683511,0.00467315636029236,0.553887815181131,0.0192946696393818,5.63446915152613e-10
"8",0.753721615620914,0.00259722475203214,0.762115887701785,0.235363346795394,4.25497773419999e-12
"9",0.74994551574667,0.0029805009279879,0.787809598303461,0.193111717264119,5.52350822345858e-12
"10",0.604185922281444,0.00566072466105046,0.654114004796429,0.0365525453389342,1.49444581605983e-08
"11",0.685301089190413,0.00426874528378194,0.592902694191565,0.0381735584205383,2.86597967946624e-10
"12",0.638980048324563,0.00456111796674261,0.537364053816414,0.0279754052939954,3.05141406033323e-09
"13",0.64022515696247,0.00518534520791607,0.723592631272233,0.0602734822115115,2.87489742306416e-09
"14",0.640429427523707,0.00490392142387474,0.711385635038356,0.070063539713232,2.84687470776073e-09
"15",0.685068477901844,0.00478581585550324,0.564481506905099,0.0158785199219738,2.90264287069856e-10
"16",0.627907710162643,0.00538209013524025,0.708088638476833,0.0526135773375674,5.13886160560161e-09
"17",0.704611042853622,0.00379809853181787,0.678293720296427,0.0883230377368431,9.64719816108657e-11
"18",0.71535793852039,0.00430949511568796,0.653523383403745,0.0413478331808107,5.10339772721483e-11
"19",0.627100444023459,0.0050820393989686,0.617051740744371,0.0368928429402313,5.33472960035086e-09
"20",0.56888494010106,0.00494330667793719,0.590508111299615,0.0581840992618691,6.55534939879362e-08
"21",0.664093275633735,0.00504920274041555,0.606159763959066,0.0231028842162891,8.806656066138e-10
"22",0.5862740761822,0.00516186416786813,0.562287846695846,0.0327336994961545,3.21325907760069e-08
"23",0.704840372915061,0.00388378161490086,0.592444246016018,0.0475873146907016,9.51928323722678e-11
"24",0.623054831735742,0.00544635267815804,0.669605055646936,0.0407347191337465,6.42706457071508e-09
"25",0.672922429521458,0.0047439974600094,0.555275761966824,0.0178787469886885,5.56700153137905e-10
"26",0.702609879276048,0.00461360245958276,0.594050686667023,0.0209079541304323,1.08342491990851e-10
"27",0.566566299444992,0.00485764034283821,0.623101518423756,0.0780030486198533,7.19392964439763e-08
"28",0.686685533801675,0.00413107684083013,0.676514091398876,0.0752426802420497,2.65664318889309e-10
"29",0.695745581696386,0.00456943344096214,0.675699421342091,0.0455854277309119,1.60386629130309e-10
"30",0.750701516958121,0.00323929401906082,0.731262526424651,0.128561265881631,5.244017210338e-12
"31",0.720657559352725,0.00433471091281248,0.603882899703264,0.0253966680033334,3.69551964018375e-11
"32",0.656071711780454,0.00519740665871065,0.627776549789874,0.02626795750576,1.3224417714045e-09
"33",0.723605052709895,0.00436087384391622,0.637768640410495,0.0314834665966768,3.08013504775685e-11
"34",0.679950931633038,0.0051689435763127,0.617037393002455,0.0182865049906965,3.83039255934415e-10
"35",0.568221783510382,0.00575407602998538,0.659448855535091,0.0491089926534872,6.73230259186632e-08
"36",0.605916906494605,0.00584272703771379,0.604538538912724,0.0200806269079733,1.38541182091484e-08
"37",0.717204733001237,0.0040593708662109,0.728423555450188,0.0807347230387204,4.56355184647385e-11
"38",0.686178505716136,0.00429133161208041,0.508862676728979,0.016149127060906,2.73157702403928e-10
"39",0.671262298360314,0.0041654016819076,0.571477128374046,0.0418051129125197,6.07399535358796e-10
"40",0.639664204347722,0.00493502085485439,0.576101537237598,0.0264523321286648,2.95319568571231e-09
"41",0.5547225623795,0.00586666382492014,0.655754299749503,0.0494995020544178,1.148087155579e-07
"42",0.719513788024337,0.00376412940922447,0.600303555266145,0.0495162826493955,3.96415708260087e-11
"43",0.62608908727796,0.00478693353547335,0.612762435778926,0.0475070394813116,5.59006196086843e-09
"44",0.678704774506291,0.00427119490953624,0.641230247758848,0.0575375615809852,4.09531144914348e-10
"45",0.613265156111227,0.00479107996974708,0.590315998382204,0.0451492993083907,1.00074337155568e-08
"46",0.595921972179448,0.00468613680174915,0.608635741798644,0.0653978333056397,2.13623604179584e-08
"47",0.66626906029045,0.0052122651596599,0.607702571258696,0.0190569344939645,7.87418748264791e-10
"48",0.666412019115154,0.0051929302170925,0.655402742891886,0.0293444038982104,7.81630120874528e-10
"49",0.737686416404674,0.00372295496256669,0.682714177882853,0.0724648920547036,1.25538751779595e-11
"50",0.607722956492979,0.00466429149005164,0.546974677151986,0.0378813144876189,1.27967711094422e-08
"51",0.674715028921933,0.00456971292820848,0.568943050836244,0.0247673317924683,5.06448532821674e-10
"52",0.610793023314557,0.00565808729781447,0.626763828504772,0.0276132883249941,1.11720953583147e-08
"53",0.749016848246678,0.00344309316412258,0.684905401675589,0.0874136262933065,5.88605499540316e-12
"54",0.66476273826222,0.00450719747484936,0.636226663293704,0.0506159854809504,8.50920059828288e-10
"55",0.595184162312054,0.00556812288306397,0.593694988921792,0.0267304401477741,2.20471427473636e-08
"56",0.619328351271572,0.00541002078975882,0.607495284352125,0.0270245318708938,7.61701106803266e-09
"57",0.688877531960944,0.00445964463467302,0.634742863585041,0.0411897571358752,2.35442827965021e-10
"58",0.718871909272137,0.00450847644631634,0.58010457783526,0.0165755960926681,4.12287161081368e-11
"59",0.684782477555937,0.00480127910170712,0.672414905496039,0.0399145542670566,2.94832719676485e-10
"60",0.687959887898796,0.0049177902054412,0.594163824053223,0.0176256476761796,2.47677154669524e-10
"61",0.620441723683242,0.00443306825635283,0.600106640595465,0.0630858734628138,7.24131810516542e-09
"62",0.663255872848244,0.00460420784859924,0.570411615837023,0.0276319030466532,9.19254275510443e-10
"63",0.663179935060695,0.00439055017281111,0.533495254168929,0.0249482309416059,9.22831346781869e-10
"64",0.637346655312027,0.00521995971705641,0.651851795668973,0.0380395698447839,3.29851208085337e-09
"65",0.619503121757478,0.0050823866776554,0.558230323813409,0.0239576592527664,7.55684471396467e-09
"66",0.767626338968028,0.00350534365114352,0.657915477681146,0.0580452526486619,1.57134733919888e-12
"67",0.684157530971633,0.00441521901596217,0.614457728989592,0.0390103150028723,3.05052316658205e-10
"68",0.729333496299118,0.00375109899307661,0.578638645772001,0.0381123621477802,2.14989939187797e-11
"69",0.72123646668007,0.00408012083945374,0.672608266928675,0.0559838555948026,3.5661844887337e-11
"70",0.635085586993889,0.00532403785098061,0.60903232873955,0.0250028368634583,3.67185093168697e-09
"71",0.655825363775997,0.0052610065954573,0.599290844871687,0.0190264136683898,1.3388590983705e-09
"72",0.704398905787288,0.0045241044605383,0.636770009070161,0.0328020798059185,9.76696436772992e-11
"73",0.697387080020166,0.00414023553560735,0.588188701446255,0.0372075501744425,1.46141521888003e-10
"74",0.712394102109374,0.00426677451651426,0.611523896178291,0.0326356981025977,6.09733257097474e-11
"75",0.742644937821543,0.00383749736579015,0.621875719163881,0.0409635778232522,9.04859689009181e-12
"76",0.645959015046504,0.00476234136172263,0.596580866971592,0.0353453853434562,2.17924044004443e-09
"77",0.663364822393412,0.0048880509876629,0.60512122517491,0.0274884831369413,9.14145007133319e-10
"78",0.741189534897486,0.00366565189812217,0.70667660356757,0.0841338183017405,9.96774329778292e-12
"79",0.690458283144241,0.00413031939803745,0.518224204167938,0.0212042807299326,2.15693420551949e-10
"80",0.569606353227098,0.00497495601673449,0.586993541551135,0.0549549620446434,6.36784196528416e-08
"81",0.713300594962207,0.00450290327656813,0.714064032744114,0.0515766460771277,5.77546860055915e-11
"82",0.697945417732617,0.00428835672524709,0.557039146650255,0.0233425638816705,1.41574386892153e-10
"83",0.723451905598526,0.0037522112122101,0.621416659032953,0.055787930369171,3.10957061347921e-11
"84",0.682135425196976,0.00390617103518628,0.606923083649853,0.0640398718238973,3.4045600903516e-10
"85",0.70601360433715,0.00439643969468206,0.570094366940271,0.0207870453688319,8.88951357151665e-11
"86",0.732123410131495,0.0038983946061005,0.667573563324739,0.0585630496232499,1.79962798845588e-11
"87",0.621127137735918,0.00517252729598019,0.620599960594592,0.0369992824819372,7.01880266919505e-09
"88",0.722531947962606,0.00412032563429828,0.631562064362467,0.0400526325435213,3.29204685605767e-11
"89",0.72511785386937,0.00388291380890218,0.633804383524483,0.0515690176508466,2.80314075979102e-11
"90",0.566724872715558,0.00584313664594655,0.648926447608987,0.0432621399149101,7.14845029924855e-08
"91",0.694901946724939,0.00437845582845178,0.547349425448672,0.0195819082915406,1.68207450926263e-10
"92",0.662616441020986,0.00535967375210666,0.69410994249801,0.0348278881457678,9.49787940269415e-10
"93",0.736755958487387,0.00423352984505941,0.640653147743736,0.031661090762066,1.33402693413014e-11
"94",0.763126945481877,0.00383369681616489,0.645105965166609,0.0378392394588041,2.18275597488327e-12
"95",0.736720670497783,0.00400466884501097,0.614834198907221,0.034034289921995,1.33709884515882e-11
"96",0.636756735836814,0.00430587005661626,0.586277938708988,0.0561771558248771,3.39230474110873e-09
"97",0.663796274139754,0.0048226626221219,0.598532479005942,0.0277150637393041,8.9417358353254e-10
"98",0.619732785025718,0.00479406419253055,0.577530324889754,0.0382485323858739,7.47846257505147e-09
"99",0.665022499410662,0.00401377867545354,0.670559671190148,0.0957759994040897,8.39635571267888e-10
"100",0.736596555656195,0.00391604804068954,0.582922064287256,0.0291726983986962,1.34795640690219e-11
"101",0.763069602921539,0.00355551674131019,0.648134869379714,0.054175663595452,2.19183005454906e-12
"102",0.728710078001436,0.00348514343355765,0.713698390581566,0.113880920792232,2.23650187574538e-11
"103",0.703493424851562,0.00393462201640128,0.638285780588874,0.0624245140200227,1.02941094348227e-10
"104",0.609280916825014,0.00508696193277566,0.622907667813846,0.0455657248973322,1.19463049666896e-08
"105",0.631495972448177,0.00512714871525624,0.535808926489898,0.0155432802527094,4.3474757357633e-09
"106",0.747414438318206,0.00342726027509382,0.670435033511903,0.0836606824675161,6.56488891035524e-12
"107",0.694151843930042,0.00425397114219673,0.650473451095288,0.0535853722791883,1.75461834920286e-10
"108",0.737083912659672,0.00358360148094512,0.624003886482261,0.0595520762520658,1.30579408253201e-11
"109",0.680567930244258,0.00403974579579494,0.595026529276517,0.0521896863101242,3.70528826895132e-10
"110",0.742923075946891,0.00401459530931738,0.6175519357161,0.031742850410821,8.88229179877801e-12
"111",0.584263188417001,0.00578288218124836,0.627760577484892,0.0328316868647286,3.49456324492204e-08
"112",0.718630236012378,0.00449814114781599,0.542809461116506,0.0111038274594786,4.18416644307565e-11
"113",0.602044884343008,0.00535742415283559,0.613992165631337,0.0358813896772488,1.64052237724321e-08
"114",0.590046608054718,0.0054441505447613,0.644949204113377,0.0468466907280207,2.74222016547217e-08
"115",0.680063791405401,0.00453890478526861,0.7347195152707,0.0762177820124217,3.80721519114482e-10
"116",0.734166493701617,0.00405644894033422,0.545554188806769,0.0171975156885721,1.57803632121173e-11
"117",0.699184713778259,0.00351713715141117,0.519130973537377,0.0435965857887144,1.31913319299828e-10
"118",0.743018870414601,0.0033282401690898,0.654657218707624,0.088763256803455,8.82568409250407e-12
"119",0.744530822367026,0.0034076982361787,0.739464915552002,0.120082113354368,7.97604465103243e-12
"120",0.547951481026756,0.00508870987434298,0.562053035532939,0.0498114712957851,1.49177561100649e-07
"121",0.740386948041323,0.00280853198594092,0.773492111528411,0.222403081572794,1.05115494081838e-11
"122",0.704754142578522,0.00461489004955916,0.63248435126104,0.0285291478975407,9.56719176719455e-11
"123",0.57443190291539,0.00534700926234302,0.582385123965799,0.036755922531287,5.23789336415414e-08
"124",0.632458096063701,0.00562450186969736,0.636733554205139,0.0243551616802229,4.1557113105441e-09
"125",0.604044018835135,0.00503767341511326,0.610987917018349,0.0458084622053881,1.50373446090552e-08
"126",0.729558808042695,0.00355309838501595,0.696972549478585,0.0987016924686574,2.11938517994676e-11
"127",0.65590741607573,0.00518458239419553,0.644613732269113,0.0305883381342658,1.33336967081975e-09
"128",0.734342660611609,0.00404988274775582,0.613466925584728,0.0328102583540367,1.56018529465829e-11
"129",0.612225621233525,0.00473521478409825,0.55408663526128,0.0358536690050827,1.04824763612951e-08
"130",0.631322936314512,0.00570365776565504,0.651895818945452,0.0259735602268167,4.38283790592205e-09
"131",0.686800096383008,0.00465305753849215,0.700704922409613,0.0539703738646557,2.6399825098937e-10
"132",0.703306603382058,0.00355020663487251,0.532770137366144,0.0449677300170573,1.04061580237969e-10
"133",0.695510237858372,0.00433650979125236,0.613073055024687,0.0371192496819991,1.62533163695245e-10
"134",0.687222543543534,0.00459721771282515,0.538004904957075,0.0146825343961165,2.57939405360149e-10
"135",0.735249167931915,0.00342566850944877,0.708392447165867,0.111543769321099,1.47129855836777e-11
"136",0.69054687719605,0.0043386623848718,0.653429698183775,0.0520555975088687,2.14634134914354e-10
"137",0.60384828071366,0.0053551918918053,0.672155003736775,0.0532652719385389,1.51663642406054e-08
"138",0.70126036747636,0.00417118460097461,0.605858976229238,0.0395802667540868,1.17110790917751e-10
"139",0.678718713422592,0.00503279240444432,0.554622319431477,0.0113223763146111,4.09225492258751e-10
"140",0.67007242849238,0.00454691887507383,0.592551838965572,0.0331107048406341,6.46382672544178e-10
"141",0.579562978377753,0.00555182492045373,0.629280772696265,0.0422279926758652,4.24541989758412e-08
"142",0.709247719625592,0.00394860597175175,0.518043870631182,0.0212581697457228,7.35065032337134e-11
"143",0.713781987826447,0.0045154300442118,0.678320241269339,0.0402834292730609,5.61112224990864e-11
"144",0.653067740771356,0.00468554911032716,0.559942931766261,0.0256961373457831,1.53624567953573e-09
"145",0.680183271935946,0.00463862008882066,0.591428950348314,0.0263339839751413,3.78282228832582e-10
"146",0.693659447090017,0.00481258900322163,0.562950221840304,0.0133388222807612,1.80383176576033e-10
"147",0.724187113904032,0.00427096328077088,0.728119713899558,0.0623149158534431,2.97063878394542e-11
"148",0.729502384120113,0.00395335468749339,0.576090312930699,0.0286749397115915,2.12698818739231e-11
"149",0.73093872763832,0.00331970980298194,0.564933939972701,0.057784136607206,1.94122468464309e-11
"150",0.651351759137391,0.00528793160423099,0.583322527526556,0.0166728293197469,1.67259873572256e-09
"151",0.757916729049721,0.00383247948927528,0.645624159741952,0.0406613265274211,3.16936779317194e-12
