"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.02881,0.02567,0.06564,0.08386,0.07421,0.03658,0.05743,0.06974,0.28509,0.07011,0.08929,0.02622,0.02763,0.0277,0.03203
"2",0.04617,0.03192,0.03978,0.07095,0.04477,0.04388,0.10342,0.08313,0.15753,0.18824,0.07663,0.02622,0.02763,0.0277,0.03203
"3",0.02867,0.08849,0.10469,0.04218,0.07951,0.04201,0.17511,0.03816,0.05599,0.03964,0.19198,0.02622,0.02763,0.0277,0.03203
"4",0.0363,0.03639,0.05573,0.07386,0.057,0.05869,0.06251,0.20408,0.14315,0.10901,0.04971,0.02622,0.02763,0.0277,0.03203
"5",0.03144,0.02546,0.05224,0.10532,0.04886,0.0481,0.21769,0.03044,0.04427,0.075,0.2076,0.02622,0.02763,0.0277,0.03203
"6",0.04819,0.05106,0.09875,0.06752,0.03364,0.06081,0.07902,0.16051,0.09065,0.09348,0.10278,0.02622,0.02763,0.0277,0.03203
"7",0.02555,0.0348,0.08151,0.06349,0.06562,0.03939,0.09527,0.15945,0.07775,0.02536,0.21822,0.02622,0.02763,0.0277,0.03203
"8",0.02715,0.07755,0.07089,0.03837,0.04002,0.1046,0.1536,0.16169,0.07851,0.09446,0.03959,0.02622,0.02763,0.0277,0.03203
"9",0.0322,0.07927,0.086,0.05201,0.07899,0.07473,0.05339,0.15013,0.04858,0.1888,0.04231,0.02622,0.02763,0.0277,0.03203
"10",0.04694,0.03809,0.08322,0.02701,0.09799,0.05719,0.16557,0.08111,0.06509,0.19483,0.02937,0.02622,0.02763,0.0277,0.03203
"11",0.0362,0.04633,0.02892,0.03837,0.04268,0.07615,0.1456,0.08038,0.07568,0.26606,0.05007,0.02622,0.02763,0.0277,0.03203
"12",0.02956,0.09112,0.06018,0.02556,0.05524,0.05588,0.04159,0.05169,0.18955,0.0297,0.25635,0.02622,0.02763,0.0277,0.03203
"13",0.0402,0.04444,0.03321,0.02811,0.02918,0.08101,0.17424,0.08558,0.11281,0.06,0.19764,0.02622,0.02763,0.0277,0.03203
"14",0.0428,0.04071,0.04887,0.08568,0.07826,0.02957,0.04627,0.06802,0.2185,0.16166,0.06609,0.02622,0.02763,0.0277,0.03203
