"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.02986,0.05084,0.07796,0.03366,0.04697,0.03425,0.05207,0.07709,0.16518,0.17265,0.17833,0.01885,0.01909,0.02035,0.02284
"2",0.02866,0.05167,0.06669,0.02143,0.07115,0.06114,0.06014,0.1374,0.17372,0.12747,0.11939,0.01885,0.01909,0.02035,0.02284
"3",0.04178,0.0459,0.01746,0.07382,0.05387,0.04267,0.01952,0.0881,0.02634,0.45079,0.0586,0.01885,0.01909,0.02035,0.02284
"4",0.03552,0.04284,0.0489,0.03886,0.05763,0.02801,0.02483,0.07412,0.12252,0.37919,0.06645,0.01885,0.01909,0.02035,0.02284
"5",0.04096,0.03273,0.04653,0.07163,0.01894,0.0355,0.10108,0.07664,0.09804,0.27006,0.12673,0.01885,0.01909,0.02035,0.02284
"6",0.05107,0.02059,0.05251,0.0202,0.08528,0.06841,0.04793,0.02912,0.02768,0.44772,0.06835,0.01885,0.01909,0.02035,0.02284
"7",0.02711,0.05006,0.07117,0.02539,0.08654,0.04037,0.0872,0.05589,0.01742,0.33868,0.11901,0.01885,0.01909,0.02035,0.02284
"8",0.02016,0.05595,0.06123,0.0516,0.06096,0.02161,0.10274,0.03221,0.05558,0.35864,0.09819,0.01885,0.01909,0.02035,0.02284
"9",0.02121,0.04565,0.0662,0.0882,0.0442,0.05765,0.03991,0.07559,0.15594,0.15478,0.16954,0.01885,0.01909,0.02035,0.02284
"10",0.04418,0.02526,0.0788,0.07024,0.09332,0.0223,0.07413,0.06203,0.04433,0.31199,0.09227,0.01885,0.01909,0.02035,0.02284
"11",0.04516,0.02921,0.02309,0.02435,0.03249,0.05497,0.05793,0.17712,0.04213,0.39612,0.03629,0.01885,0.01909,0.02035,0.02284
"12",0.04895,0.0357,0.02276,0.07943,0.0479,0.06406,0.02309,0.14149,0.01748,0.33948,0.09853,0.01885,0.01909,0.02035,0.02284
"13",0.04597,0.05483,0.04651,0.07562,0.07114,0.09243,0.06048,0.03076,0.15512,0.18201,0.10398,0.01885,0.01909,0.02035,0.02284
"14",0.02417,0.035,0.06082,0.07729,0.09116,0.02742,0.03804,0.12433,0.05592,0.33478,0.04994,0.01885,0.01909,0.02035,0.02284
"15",0.0405,0.04094,0.02602,0.05642,0.01968,0.09593,0.06416,0.19078,0.13444,0.13551,0.11448,0.01885,0.01909,0.02035,0.02284
"16",0.03109,0.03432,0.05717,0.06361,0.05099,0.05088,0.0345,0.06736,0.06231,0.3735,0.09314,0.01885,0.01909,0.02035,0.02284
"17",0.02263,0.02846,0.02225,0.01834,0.06054,0.07006,0.08938,0.07347,0.02647,0.42535,0.08191,0.01885,0.01909,0.02035,0.02284
"18",0.05019,0.04618,0.05321,0.02178,0.04428,0.02433,0.09542,0.1251,0.02904,0.37064,0.05869,0.01885,0.01909,0.02035,0.02284
"19",0.02357,0.04994,0.02947,0.03047,0.0593,0.0475,0.11104,0.04506,0.1318,0.12418,0.26651,0.01885,0.01909,0.02035,0.02284
"20",0.04461,0.04808,0.07067,0.02003,0.05017,0.0853,0.05921,0.06544,0.09995,0.04671,0.32867,0.01885,0.01909,0.02035,0.02284
"21",0.04801,0.02104,0.02234,0.03597,0.02623,0.09884,0.06078,0.06971,0.09918,0.30765,0.12911,0.01885,0.01909,0.02035,0.02284
"22",0.05187,0.02192,0.07673,0.07735,0.05466,0.07456,0.02271,0.1103,0.18648,0.14041,0.10186,0.01885,0.01909,0.02035,0.02284
"23",0.01981,0.02328,0.06025,0.05525,0.09613,0.04191,0.10889,0.03076,0.14441,0.20155,0.1366,0.01885,0.01909,0.02035,0.02284
"24",0.04743,0.02669,0.02215,0.07838,0.04238,0.07993,0.06533,0.11499,0.17759,0.039,0.22498,0.01885,0.01909,0.02035,0.02284
"25",0.01909,0.02613,0.06445,0.0864,0.05575,0.02925,0.10763,0.10344,0.1848,0.05009,0.19181,0.01885,0.01909,0.02035,0.02284
"26",0.04997,0.03237,0.02432,0.05938,0.0709,0.09263,0.02788,0.02845,0.11398,0.19089,0.22808,0.01885,0.01909,0.02035,0.02284
"27",0.0237,0.04514,0.06284,0.06584,0.02984,0.06845,0.1023,0.05742,0.02694,0.21259,0.2238,0.01885,0.01909,0.02035,0.02284
"28",0.01735,0.01685,0.0266,0.02539,0.07256,0.08822,0.03977,0.18125,0.07155,0.11519,0.26414,0.01885,0.01909,0.02035,0.02284
"29",0.03658,0.04658,0.06814,0.03584,0.07508,0.04187,0.12063,0.02697,0.17734,0.26842,0.0214,0.01885,0.01909,0.02035,0.02284
"30",0.05119,0.05474,0.02147,0.08184,0.03925,0.03279,0.07478,0.05323,0.11863,0.33798,0.05295,0.01885,0.01909,0.02035,0.02284
"31",0.04581,0.02766,0.03753,0.04886,0.058,0.04971,0.08709,0.06008,0.20378,0.20317,0.09716,0.01885,0.01909,0.02035,0.02284
"32",0.03391,0.05395,0.04545,0.05956,0.07687,0.07342,0.10261,0.15344,0.12427,0.12641,0.06897,0.01885,0.01909,0.02035,0.02284
"33",0.02509,0.02951,0.06079,0.02761,0.05616,0.0322,0.02655,0.04308,0.2553,0.30102,0.06154,0.01885,0.01909,0.02035,0.02284
