"","V1","V2","V3","V4","V5","V6","V7"
"1",0.166899266730538,0.0078112283813204,0.168870212767216,-0.0785377160110103,1.08116621715919e-05,0.0288745526574371,0.191279005373001
"2",0.713513486778912,0.0109335329656373,0.530841429198972,-0.179625154450723,1.15768284552695e-06,1.36858060535729e-06,0.0176297300720611
"3",0.281574041921018,0.00960891815632383,0.167846972247293,-0.0576176695474204,5.53019056379619e-08,0.0180688383126278,0.291370583154975
"4",0.754608604898339,0.0122758752437734,0.665376333486028,-0.224918343973351,1.31573571668814e-06,2.12024920414764e-07,0.00922264477720037
"5",0.640933537792335,0.0107015983838364,0.389793670850343,-0.125949764705759,1.80227073753977e-07,2.59319867746627e-05,0.0559294624401523
"6",0.541411168500817,0.00968453423306601,0.257392290622926,-0.0645039006439091,1.56046694330906e-07,0.0010568433276702,0.266714240768782
"7",0.306763535431988,0.00915087950726524,0.258527172570027,-0.131318320594429,1.28860519964192e-06,0.00177216430160105,0.0373865478469727
"8",0.774348714899854,0.00947897913138455,0.426525561251041,-0.133558921254459,2.87324132265603e-08,1.57731152977056e-07,0.0137628348976276
"9",0.693996070455075,0.00796727068959702,0.351365999606391,-0.125198421822912,2.79662468266779e-07,1.85517300148834e-06,0.0143536806901546
"10",0.575792850777333,0.00776912841860985,0.202999359958544,-0.04051138586367,1.26309190140149e-07,0.00112195763929064,0.377677225817419
"11",0.616046935903737,0.0108915824665201,0.411200720060297,-0.137684796571858,6.52244431754979e-07,4.15599916025388e-05,0.0554286799263321
"12",0.415681682015376,0.00775532179835546,0.151118026410323,-0.0340151607180345,7.83943134088579e-08,0.010149268717935,0.446361324417158
"13",0.674144089295093,0.010309866424708,0.502905014517797,-0.186465792778209,2.47522888756536e-06,2.68866182580521e-06,0.0128354400923294
"14",0.344058561812782,0.00868724606402979,0.193858568389266,-0.0747379608010038,1.45096017763969e-07,0.00477176029591228,0.152430293679959
"15",0.666333994213136,0.00983999096048656,0.266847273646936,-0.046114846030656,1.29128167795937e-08,0.000222233902553623,0.374949637792905
"16",0.682498504287919,0.0116817259467649,0.535202499461026,-0.17218966850802,2.28366510998314e-06,6.8770434770461e-06,0.0385823831772429
"17",0.307777645323264,0.00726637015591444,0.162269333377187,-0.0641031405449827,4.44357178027408e-07,0.00740981512159543,0.166347256644594
"18",0.459215190235069,0.00962588696524799,0.287422500119125,-0.111950719893902,4.75368076508079e-07,0.000588794347231594,0.0719672567338436
"19",0.692712567954681,0.00910059100787144,0.324627081027222,-0.081273509671569,1.10853481319018e-07,2.43784084670849e-05,0.132650924278539
"20",0.579785432112206,0.00851172721649117,0.294596787621098,-0.115900756603602,8.7747254142687e-08,3.16362566059111e-05,0.0232959553494156
"21",0.652746023207379,0.0122576628466194,0.681516714095915,-0.283198909579974,1.34427224078748e-05,1.77628733828642e-06,0.00482475936141328
