"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.03635,0.01855,0.04771,0.06247,0.111,0.10157,0.18909,0.11784,0.03505,0.11938,0.07549,0.01995,0.02009,0.02172,0.02371
"2",0.03167,0.03404,0.01952,0.08334,0.0679,0.04423,0.1882,0.15522,0.02395,0.01762,0.24882,0.01995,0.02009,0.02172,0.02371
"3",0.02115,0.02662,0.07893,0.0764,0.05005,0.08848,0.13752,0.05577,0.04568,0.15446,0.17947,0.01995,0.02009,0.02172,0.02371
"4",0.02909,0.03705,0.06437,0.03165,0.10166,0.05278,0.03759,0.07834,0.02779,0.25945,0.19476,0.01995,0.02009,0.02172,0.02371
"5",0.03615,0.02781,0.03876,0.02061,0.04666,0.08219,0.17688,0.08224,0.06702,0.2415,0.09468,0.01995,0.02009,0.02172,0.02371
"6",0.01721,0.04481,0.0331,0.04062,0.05341,0.09366,0.20635,0.02377,0.08636,0.20818,0.10706,0.01995,0.02009,0.02172,0.02371
"7",0.03025,0.05127,0.0229,0.04257,0.07343,0.0361,0.15462,0.13552,0.07725,0.14752,0.14309,0.01995,0.02009,0.02172,0.02371
"8",0.03615,0.04837,0.01898,0.02863,0.0839,0.09499,0.14363,0.10066,0.09803,0.06703,0.19414,0.01995,0.02009,0.02172,0.02371
"9",0.02169,0.03126,0.05584,0.09672,0.0882,0.10214,0.01688,0.1079,0.22138,0.14325,0.02927,0.01995,0.02009,0.02172,0.02371
"10",0.01905,0.04484,0.01775,0.07167,0.09119,0.07205,0.18016,0.06441,0.06705,0.15385,0.13251,0.01995,0.02009,0.02172,0.02371
"11",0.02725,0.04983,0.08594,0.09491,0.03222,0.1156,0.18632,0.04211,0.12386,0.03837,0.11811,0.01995,0.02009,0.02172,0.02371
"12",0.02545,0.02921,0.05393,0.04814,0.03097,0.1104,0.05524,0.02261,0.07224,0.22103,0.2453,0.01995,0.02009,0.02172,0.02371
"13",0.02733,0.05142,0.06068,0.02557,0.09426,0.05545,0.11028,0.05454,0.15381,0.24698,0.03419,0.01995,0.02009,0.02172,0.02371
"14",0.02552,0.02039,0.03936,0.02287,0.07917,0.05849,0.10699,0.11156,0.1319,0.15665,0.16163,0.01995,0.02009,0.02172,0.02371
"15",0.03266,0.05182,0.04278,0.09641,0.08576,0.09358,0.15447,0.01703,0.20898,0.10126,0.02977,0.01995,0.02009,0.02172,0.02371
"16",0.0226,0.01795,0.03034,0.07309,0.09952,0.07406,0.10977,0.02493,0.22524,0.02202,0.215,0.01995,0.02009,0.02172,0.02371
"17",0.0263,0.02498,0.02967,0.09029,0.07262,0.05318,0.12302,0.0687,0.03924,0.12163,0.26489,0.01995,0.02009,0.02172,0.02371
"18",0.02293,0.03556,0.05119,0.03945,0.01905,0.05488,0.12336,0.23767,0.02003,0.11384,0.19657,0.01995,0.02009,0.02172,0.02371
"19",0.01979,0.03063,0.03611,0.02643,0.02355,0.11891,0.16379,0.12566,0.06683,0.14369,0.15914,0.01995,0.02009,0.02172,0.02371
"20",0.02223,0.01856,0.04125,0.0342,0.01886,0.0827,0.19141,0.15981,0.05814,0.20997,0.07738,0.01995,0.02009,0.02172,0.02371
"21",0.02065,0.02174,0.08591,0.02341,0.03176,0.09318,0.10239,0.12822,0.03891,0.27012,0.09823,0.01995,0.02009,0.02172,0.02371
"22",0.02703,0.05307,0.07307,0.06254,0.01693,0.06557,0.10865,0.13546,0.20434,0.13536,0.03251,0.01995,0.02009,0.02172,0.02371
"23",0.02887,0.05393,0.05284,0.08134,0.06435,0.06458,0.19932,0.19781,0.06324,0.05965,0.0486,0.01995,0.02009,0.02172,0.02371
"24",0.03849,0.05276,0.02857,0.10108,0.09057,0.05823,0.03476,0.18468,0.10053,0.15801,0.06685,0.01995,0.02009,0.02172,0.02371
"25",0.01825,0.05276,0.06005,0.08627,0.059,0.11937,0.02389,0.11649,0.02798,0.24194,0.10853,0.01995,0.02009,0.02172,0.02371
"26",0.02163,0.03971,0.04358,0.07708,0.07969,0.04793,0.19571,0.08951,0.05861,0.07197,0.18909,0.01995,0.02009,0.02172,0.02371
"27",0.02177,0.03333,0.01747,0.02067,0.08271,0.03578,0.20339,0.07199,0.09202,0.23712,0.09827,0.01995,0.02009,0.02172,0.02371
"28",0.03603,0.0175,0.02893,0.04116,0.03793,0.11441,0.03098,0.01844,0.24789,0.17537,0.16587,0.01995,0.02009,0.02172,0.02371
"29",0.02865,0.03009,0.03842,0.02082,0.08084,0.03894,0.19252,0.23776,0.0446,0.0839,0.11798,0.01995,0.02009,0.02172,0.02371
"30",0.03358,0.01709,0.0823,0.03615,0.04868,0.10148,0.12318,0.10517,0.06297,0.13401,0.1699,0.01995,0.02009,0.02172,0.02371
"31",0.03871,0.02882,0.05007,0.09259,0.09132,0.03416,0.14518,0.02446,0.04564,0.03551,0.32806,0.01995,0.02009,0.02172,0.02371
"32",0.03719,0.03402,0.01829,0.017,0.01861,0.09951,0.14879,0.20149,0.15514,0.09312,0.09136,0.01995,0.02009,0.02172,0.02371
"33",0.02995,0.04224,0.03034,0.0483,0.05965,0.03066,0.06282,0.04571,0.23188,0.01696,0.316,0.01995,0.02009,0.02172,0.02371
"34",0.02353,0.0425,0.02249,0.08629,0.05251,0.11865,0.04383,0.07841,0.13024,0.25692,0.05916,0.01995,0.02009,0.02172,0.02371
"35",0.02897,0.02913,0.07037,0.10229,0.07949,0.10866,0.19664,0.07616,0.08461,0.0809,0.0573,0.01995,0.02009,0.02172,0.02371
"36",0.02174,0.03778,0.03103,0.06152,0.04795,0.09691,0.19507,0.12004,0.2061,0.06172,0.03466,0.01995,0.02009,0.02172,0.02371
"37",0.02426,0.04366,0.08169,0.03516,0.07055,0.11556,0.02607,0.09261,0.02369,0.13536,0.26593,0.01995,0.02009,0.02172,0.02371
