"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.03118,0.05664,0.05706,0.0327,0.02394,0.06037,0.0188,0.01963,0.42323,0.05745,0.1417,0.01716,0.01913,0.02,0.02101
"2",0.0546,0.03597,0.02687,0.05564,0.09133,0.1242,0.08655,0.0922,0.08465,0.212,0.0587,0.01716,0.01913,0.02,0.02101
"3",0.04403,0.06489,0.04431,0.08422,0.09336,0.04299,0.0567,0.04292,0.0394,0.16483,0.24505,0.01716,0.01913,0.02,0.02101
"4",0.04153,0.08393,0.03318,0.02886,0.07873,0.05247,0.10471,0.22747,0.05231,0.08325,0.13628,0.01716,0.01913,0.02,0.02101
"5",0.03051,0.05772,0.0927,0.04035,0.05839,0.04177,0.05421,0.18679,0.17647,0.12312,0.06067,0.01716,0.01913,0.02,0.02101
"6",0.04646,0.0329,0.07097,0.03068,0.02438,0.01897,0.0509,0.1414,0.02904,0.06831,0.40869,0.01716,0.01913,0.02,0.02101
"7",0.03637,0.06244,0.08841,0.10119,0.14961,0.043,0.16301,0.03758,0.04176,0.0995,0.09983,0.01716,0.01913,0.02,0.02101
"8",0.03721,0.10109,0.05361,0.02256,0.0372,0.03076,0.08867,0.26947,0.08065,0.14657,0.05492,0.01716,0.01913,0.02,0.02101
"9",0.05381,0.02988,0.0179,0.03579,0.05602,0.11457,0.20743,0.1039,0.17123,0.10854,0.02361,0.01716,0.01913,0.02,0.02101
"10",0.0273,0.04247,0.08303,0.04988,0.11133,0.034,0.05323,0.16572,0.12112,0.05687,0.17774,0.01716,0.01913,0.02,0.02101
"11",0.06213,0.09453,0.04907,0.04124,0.08642,0.14907,0.02706,0.05268,0.12053,0.05935,0.1806,0.01716,0.01913,0.02,0.02101
"12",0.05693,0.06251,0.08365,0.02498,0.02047,0.16662,0.12094,0.09215,0.04579,0.10747,0.1412,0.01716,0.01913,0.02,0.02101
"13",0.02214,0.06781,0.04328,0.05888,0.01802,0.02304,0.09272,0.2091,0.04013,0.17449,0.17308,0.01716,0.01913,0.02,0.02101
"14",0.0325,0.07182,0.01812,0.0882,0.01906,0.13569,0.02261,0.26892,0.06613,0.06712,0.13253,0.01716,0.01913,0.02,0.02101
"15",0.02307,0.08088,0.08652,0.04137,0.05003,0.06784,0.02172,0.23217,0.16419,0.11209,0.04283,0.01716,0.01913,0.02,0.02101
"16",0.04405,0.09615,0.06667,0.03288,0.14732,0.01892,0.13242,0.1249,0.07234,0.04668,0.14038,0.01716,0.01913,0.02,0.02101
"17",0.0479,0.02722,0.0513,0.08123,0.02315,0.06209,0.05014,0.25931,0.25868,0.03077,0.03092,0.01716,0.01913,0.02,0.02101
"18",0.02557,0.08369,0.05494,0.02676,0.03037,0.02253,0.03746,0.2406,0.34058,0.0276,0.0326,0.01716,0.01913,0.02,0.02101
"19",0.03499,0.05447,0.04283,0.05375,0.04439,0.05067,0.10303,0.10537,0.24151,0.12805,0.06365,0.01716,0.01913,0.02,0.02101
"20",0.05861,0.09697,0.05118,0.02755,0.05557,0.06172,0.09364,0.22965,0.13586,0.06154,0.0504,0.01716,0.01913,0.02,0.02101
"21",0.05828,0.09402,0.07341,0.04584,0.13233,0.02567,0.05136,0.32098,0.02376,0.02743,0.0696,0.01716,0.01913,0.02,0.02101
"22",0.05755,0.02617,0.07311,0.0692,0.03856,0.03068,0.03008,0.16312,0.06914,0.22232,0.14276,0.01716,0.01913,0.02,0.02101
"23",0.0324,0.05124,0.08327,0.05082,0.05666,0.15541,0.07889,0.20196,0.02667,0.09495,0.09043,0.01716,0.01913,0.02,0.02101
