"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.04642,0.03935,0.05979,0.05692,0.12167,0.09828,0.06589,0.04765,0.14521,0.05131,0.18547,0.01838,0.01977,0.02111,0.0228
"2",0.03178,0.05464,0.0645,0.05633,0.03988,0.05311,0.07989,0.0966,0.25472,0.0883,0.0982,0.01838,0.01977,0.02111,0.0228
"3",0.01733,0.02004,0.03445,0.10541,0.03347,0.04663,0.03015,0.10093,0.07865,0.25116,0.19972,0.01838,0.01977,0.02111,0.0228
"4",0.04069,0.03848,0.03617,0.04653,0.11404,0.05781,0.10418,0.06211,0.07274,0.12901,0.21619,0.01838,0.01977,0.02111,0.0228
"5",0.04828,0.01859,0.0427,0.08783,0.12756,0.06046,0.06715,0.14666,0.12217,0.09605,0.1005,0.01838,0.01977,0.02111,0.0228
"6",0.035,0.05813,0.01975,0.07959,0.05034,0.04575,0.15191,0.04376,0.10189,0.19948,0.13234,0.01838,0.01977,0.02111,0.0228
"7",0.01738,0.04614,0.02375,0.06303,0.02374,0.06422,0.08721,0.14212,0.3089,0.03696,0.10451,0.01838,0.01977,0.02111,0.0228
"8",0.0331,0.03347,0.06412,0.08099,0.08077,0.04044,0.02084,0.15196,0.05929,0.25061,0.10235,0.01838,0.01977,0.02111,0.0228
"9",0.03229,0.03794,0.05224,0.02337,0.10326,0.07121,0.03085,0.09092,0.06549,0.10949,0.30087,0.01838,0.01977,0.02111,0.0228
"10",0.04778,0.05873,0.03397,0.04019,0.1315,0.05775,0.03429,0.13183,0.05051,0.12547,0.20593,0.01838,0.01977,0.02111,0.0228
"11",0.01767,0.04699,0.06995,0.09213,0.12183,0.07524,0.02031,0.02101,0.13344,0.04533,0.27403,0.01838,0.01977,0.02111,0.0228
"12",0.03087,0.05345,0.03122,0.08744,0.04024,0.03626,0.15921,0.01812,0.09769,0.18636,0.17708,0.01838,0.01977,0.02111,0.0228
"13",0.04514,0.06002,0.03126,0.08686,0.10407,0.04413,0.04379,0.06857,0.10891,0.07442,0.25076,0.01838,0.01977,0.02111,0.0228
"14",0.02772,0.03534,0.0633,0.06757,0.02139,0.08278,0.13718,0.06097,0.06465,0.148,0.20905,0.01838,0.01977,0.02111,0.0228
"15",0.04143,0.02404,0.04716,0.08655,0.03073,0.05243,0.13475,0.02305,0.20695,0.1196,0.15125,0.01838,0.01977,0.02111,0.0228
"16",0.01858,0.03029,0.06291,0.08451,0.09387,0.13351,0.17051,0.14977,0.0667,0.07621,0.03108,0.01838,0.01977,0.02111,0.0228
"17",0.02572,0.03516,0.08499,0.04252,0.07448,0.13142,0.13892,0.02487,0.20507,0.0914,0.06339,0.01838,0.01977,0.02111,0.0228
"18",0.042,0.03924,0.03414,0.05508,0.10424,0.05992,0.15045,0.09414,0.21393,0.05288,0.07192,0.01838,0.01977,0.02111,0.0228
"19",0.05114,0.03636,0.03805,0.04825,0.0756,0.06063,0.13131,0.02564,0.26764,0.02671,0.15661,0.01838,0.01977,0.02111,0.0228
"20",0.03606,0.05268,0.04055,0.09421,0.03163,0.03412,0.0192,0.07398,0.2267,0.21833,0.09048,0.01838,0.01977,0.02111,0.0228
"21",0.02278,0.02708,0.01703,0.04295,0.10181,0.05468,0.1565,0.10967,0.02904,0.31143,0.04497,0.01838,0.01977,0.02111,0.0228
"22",0.04417,0.05964,0.04624,0.06939,0.0287,0.07441,0.0435,0.18183,0.05211,0.06924,0.2487,0.01838,0.01977,0.02111,0.0228
"23",0.02677,0.04562,0.03439,0.07451,0.10293,0.09374,0.02255,0.13789,0.10565,0.05174,0.22215,0.01838,0.01977,0.02111,0.0228
