"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.02604,0.03352,0.05067,0.15345,0.02434,0.0487,0.18029,0.14452,0.02647,0.03112,0.21646,0.01256,0.01527,0.01766,0.01892
"2",0.02443,0.04545,0.04412,0.15941,0.10371,0.01896,0.26613,0.13239,0.03892,0.01954,0.08254,0.01256,0.01527,0.01766,0.01892
"3",0.0159,0.01665,0.01291,0.01857,0.06733,0.08041,0.12813,0.08434,0.12218,0.06481,0.32435,0.01256,0.01527,0.01766,0.01892
"4",0.01295,0.02616,0.04553,0.05635,0.01983,0.13729,0.26728,0.13921,0.07075,0.04526,0.11499,0.01256,0.01527,0.01766,0.01892
"5",0.0209,0.0489,0.05021,0.18903,0.13571,0.04655,0.07608,0.0475,0.10903,0.13162,0.08007,0.01256,0.01527,0.01766,0.01892
"6",0.01555,0.04317,0.03088,0.05418,0.17196,0.05024,0.16929,0.08917,0.1444,0.14036,0.0264,0.01256,0.01527,0.01766,0.01892
"7",0.01982,0.05368,0.05193,0.02509,0.11624,0.01642,0.09015,0.18752,0.28768,0.02518,0.06188,0.01256,0.01527,0.01766,0.01892
"8",0.0279,0.03279,0.02977,0.0411,0.0616,0.08318,0.0769,0.11291,0.35147,0.03277,0.08521,0.01256,0.01527,0.01766,0.01892
"9",0.02692,0.02755,0.03026,0.12574,0.16276,0.02903,0.03247,0.03354,0.25419,0.03983,0.17329,0.01256,0.01527,0.01766,0.01892
"10",0.01679,0.03383,0.02175,0.13784,0.01419,0.03061,0.02455,0.16416,0.40767,0.05399,0.0302,0.01256,0.01527,0.01766,0.01892
"11",0.02492,0.01677,0.01579,0.03245,0.01903,0.01551,0.23478,0.07244,0.37434,0.03898,0.09059,0.01256,0.01527,0.01766,0.01892
"12",0.01311,0.05287,0.05002,0.06666,0.0511,0.06245,0.0855,0.06145,0.44835,0.01767,0.02641,0.01256,0.01527,0.01766,0.01892
"13",0.02131,0.02968,0.01255,0.12493,0.02626,0.1244,0.11908,0.15838,0.07084,0.22516,0.02301,0.01256,0.01527,0.01766,0.01892
"14",0.02431,0.01942,0.02366,0.06001,0.02396,0.16646,0.2187,0.10717,0.13305,0.01641,0.14243,0.01256,0.01527,0.01766,0.01892
"15",0.02179,0.04966,0.02601,0.09062,0.12704,0.01634,0.1312,0.11189,0.10898,0.23806,0.01399,0.01256,0.01527,0.01766,0.01892
"16",0.01309,0.01487,0.01454,0.07337,0.12754,0.05164,0.14768,0.03908,0.02984,0.2503,0.17363,0.01256,0.01527,0.01766,0.01892
"17",0.01729,0.02168,0.02703,0.21044,0.02372,0.03533,0.04209,0.10277,0.07822,0.03586,0.34115,0.01256,0.01527,0.01766,0.01892
"18",0.01719,0.03988,0.05869,0.14975,0.03708,0.14267,0.08876,0.09209,0.19417,0.10041,0.0149,0.01256,0.01527,0.01766,0.01892
"19",0.02641,0.05091,0.03012,0.05225,0.04181,0.12553,0.02599,0.25245,0.06785,0.16292,0.09935,0.01256,0.01527,0.01766,0.01892
"20",0.02542,0.02933,0.01279,0.13286,0.03783,0.07703,0.16993,0.04403,0.20294,0.02812,0.17531,0.01256,0.01527,0.01766,0.01892
"21",0.01571,0.01833,0.04637,0.14128,0.02918,0.10913,0.16241,0.04342,0.18804,0.09193,0.08979,0.01256,0.01527,0.01766,0.01892
"22",0.01761,0.01348,0.03834,0.09436,0.08361,0.04361,0.10893,0.04433,0.27332,0.11702,0.10099,0.01256,0.01527,0.01766,0.01892
"23",0.02549,0.0407,0.01323,0.20281,0.0211,0.18498,0.01782,0.06762,0.02052,0.04317,0.29816,0.01256,0.01527,0.01766,0.01892
"24",0.01599,0.02756,0.05433,0.11435,0.09088,0.06603,0.16508,0.19941,0.09566,0.04195,0.06435,0.01256,0.01527,0.01766,0.01892
