"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.0228683877589339,0.0679103470873279,0.178707345728108,0.0255804772346643,0.131432735318398,0.0771909601816181,0.150941858382532,0.0953123289694068,0.0288568099265286,-0.00899566906097699,0.0331446444553172,0.0813803703122013,-0.00504540615848736,0.050800127494266,0.00120233516954996,0.0467322784870221,0.00625723036373984,0.0128572194514505,0.0108261569384238,-0.00796053804002277
"2",-0.00872976764936864,0.0785879220102714,0.0502427403926102,0.0146762023855382,0.00521884727080355,0.267238232742677,0.0138303563053214,0.0274886446442613,0.0186795720690698,0.0845492212208839,0.0174526031568332,-0.00120911912383436,-0.00978818905500652,0.0992030094597573,0.104575290388215,0.0454087978018157,0.0869538536218219,0.0243727695850956,0.0372938267345707,0.0439551860386633
"3",0.0239307795955283,0.0860073282364239,0.0115880670143208,0.017259484674263,0.0101608740788302,0.021970036713948,0.0124220794250069,-0.000862279604781739,0.182977195338076,0.0465444031156859,0.0218618386990692,0.105779531272243,0.0715832955208033,0.0157565161257202,0.0635241003241843,-0.00589091199067962,0.0310891154025362,0.159986998956406,0.119071553615993,0.00523999348642291
"4",0.0154259696777479,0.0413801664734823,-0.00435771377457005,0.0388736105406225,0.0613107019956944,0.120494962266514,0.0897898734597837,0.0328270674533396,-0.000811960486335417,0.0457235378273672,0.017612253856651,0.105954967548238,0.0108001767021418,0.0927600114230293,0.086459371584221,0.0360400940265866,0.0909281434489406,0.0607620402124766,0.00766455872021822,0.0503621670438502
"5",0.0274125187943632,0.00762862052992855,0.203520422456374,0.0525458376761814,0.0518984261245898,0.14512837812082,0.0437340006535652,-0.00133647378166783,0.0879264568158059,0.0439397423437636,-0.00403221006763621,0.072315565644629,0.0297691493930153,-0.00796443184853128,0.0119064550683794,0.0291565206396993,0.110063148063657,0.0168258625144133,0.0732476930953372,0.00631431776331296
"6",0.000428862682180502,0.0807574692402744,0.00918288640527029,0.00793644043566528,0.00953342402807896,0.0967797879316195,0.0892673227175457,0.0333194926036783,0.0637831984056751,0.155399436573476,0.00056374055999972,0.010686094746297,0.178496989660704,0.0506334434175097,0.0590386567580527,0.0318621562964789,0.0191254022671491,0.037380068715799,0.0673858038152186,-0.00156067726067245
"7",0.0933625000981341,0.0636361048833578,0.00391769042398832,0.0257040916294592,0.110957143911943,0.0176775017639616,0.257477950042034,0.018945996548564,0.100174205734926,0.0701884244037056,0.0101283255247098,0.0697237161558665,0.00820461593540985,0.0352434742126633,0.0340452729398791,-0.000710240337154132,0.0864746366372166,-0.0038617835134522,-0.0010268586267763,-0.000262768368436028
"8",0.0759410846576462,0.0759101984858082,0.0522940064350572,0.0454567494290674,0.0539964089555134,0.10837177945591,0.0340911185533403,0.00397690308948865,0.100847123204249,0.0216608107316454,0.0404648065459449,-0.00764192826392402,0.0578773700539888,0.0163380597212342,-0.00629709326867017,0.0319538212923655,0.0726554368922873,0.202957814555684,0.0277757758477118,-0.00863024637434779
"9",0.0872242903844475,-0.00661536811628921,0.00331116375916427,0.011246786142819,0.0521098195741016,-0.0082936442817496,0.0400370734262276,0.0918479848072443,0.0266538768681308,0.00104222869207573,0.102386048770217,0.048472928124032,-0.00520856179995944,0.0599900560804888,0.0728689393573428,0.00217459271555163,0.146954613524239,0.118793868058826,0.00933423491276322,0.145669069000327
"10",0.033377384142098,0.0271866043215747,0.143866487974387,0.00065204595561108,0.0323720632903733,0.125300978709456,0.0484377245087006,0.0315166354575206,0.0344361548756448,0.0387829229080913,-0.00462232622606309,0.0424317160316832,0.0178829132469643,0.0653808668801004,0.0282491936849662,0.0614470117727415,0.0356611404087017,0.233502839630422,-0.00282269646854183,0.00696033889556841
