"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.0213974338344595,0.00948001015169551,0.17369386240589,0.156152235040687,0.0264054707348417,0.0690153550936426,0.0262165250518209,0.141370922598266,0.0175186459803997,0.0902530695834619,0.0127065753704109,0.00680209797170436,-0.00641662635237684,0.0105673332657743,0.0564386787098235,0.0400745632488256,0.084289191070579,0.04827708976108,0.000614234399243685,0.015143332079771
"2",0.0699026053040254,0.108247690450243,0.00290230436074815,0.114446173786614,0.00338414256403922,0.0337568502692897,0.00827428120238136,-0.00825007275628691,-0.00441107871419688,0.0905915876975626,0.0297950731056907,0.0295237506776799,0.0416965641341784,0.0174273590142915,-0.00543076029730263,-0.00751985822809483,0.0159023250052519,0.204628084970012,0.166762412026593,0.0883705654272806
"3",-0.000553937647811843,0.0549760351254623,0.0776798549311977,0.0199434732548507,0.0527367558680658,0.0796731282536737,0.0281696102792549,0.00931474629773842,0.00825513462029995,0.083403677762636,0.0058011365666561,0.00513460776898093,0.0895576702922279,0.104799254850456,0.00917436564107218,0.0737298515896922,0.229829944981382,0.00359635467014269,0.0378645676810466,0.0269137672129751
"4",0.0308254250650758,0.0319585073229637,0.0426006066168061,0.0277424872609508,0.0558208158028296,0.00601425687049995,0.0115364028342183,0.0187360292965622,0.0213618468790035,0.212742089508741,0.00942071830105414,0.109154055749015,0.0310252237608371,0.000294048993711077,0.155251195470414,0.030714090605945,0.0963908628427539,0.0361984449596466,0.000926234575321892,0.0712866572836501
"5",0.106744598748818,0.0560845080495368,0.00260617466110796,0.0260361009474337,-0.00985595517835226,0.0431312040710225,0.00880683284096426,0.0738790876052804,0.0765147517313619,0.18096806010681,0.0525048951773172,0.0410709810612752,0.0571904930226614,0.0170535462528767,0.0785872925680538,0.0115058006922054,0.0521264161230641,0.131274304012259,-0.00803141785502141,0.00180232536132539
"6",0.0258988904180511,-0.00746511751216927,0.0664290685979161,0.0649011387184796,0.125134321161433,0.0136185101578,0.0181806945352735,-0.00418250652729655,0.0560034114943046,0.00067181905115575,0.0906049094588091,0.151569008409936,-0.00924536287310516,0.0158889722957926,0.016585829952819,0.09511288637015,-0.00595980239084556,0.0154736460652037,0.266727005689331,0.00405267692696191
"7",-0.00891613933659081,0.177024882696561,-0.000687654993337637,0.0684879584851856,0.00751398928519926,-0.000829030559090074,0.092571279560293,0.0775318639928672,0.0406387800451355,0.0546575708564989,0.01200712428509,0.0848597929762145,0.0460490317026549,0.0533483469843646,0.0378460528185258,0.0493095032317859,-0.000366908839042057,0.104600213289426,0.106216833936634,-0.00186349041837583
"8",0.00769830780542786,0.0668742942741644,0.0419753849321113,-0.00953030168110412,0.0922988353564076,0.0750806142865144,0.000219726949793629,0.153443571984337,0.0199945347489598,0.0046232551974436,0.0296686709662225,0.0022389613845997,0.0417998579007674,0.0363281327629605,0.0814034816648065,0.0873612514047565,0.0254288464852382,0.00544257018080082,0.172892314930502,0.0647576884652903
"9",0.00871007583005633,0.100848412651929,0.00706715811799431,-0.00357368226793737,0.0767008848777869,0.0346736020198797,0.0489367313637845,0.0265174317319396,-0.00709846830670841,-0.00226690878424108,0.128936765385197,0.134257223526859,0.034261441061378,0.0486305372688737,-0.000536714999893745,0.101393505523923,0.0629206842167722,0.0102040717916837,0.148325156043616,0.0410920929471086
"10",0.218288601065882,0.0572336303703166,0.00161397980349877,0.00436338460834466,0.0123859050807214,0.00016910555193099,0.0114286761042238,0.0667456719037212,-0.00454274433508413,0.0570871441306624,0.109399193554466,0.0266962656219502,0.0106608185886229,0.0673607457335441,0.143209918311774,0.0307055855447275,0.0092616558385623,0.0619850844134579,0.0445962738455244,0.0713511042631529
