"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.0572558367719385,0.0139078229451504,0.0668151246592212,0.00325114011468172,0.0703669190134033,0.141412940001199,0.0819438756859157,0.049469087959281,0.0164052528448108,0.0232829340453871,0.0707477858480024,0.0320534604813568,0.0166595060086467,0.173395006795338,0.0167550782744808,0.0562692841467714,0.0151820179023938,0.0433191798045867,-0.00847090988523374,0.0599786565826686
"2",0.143395435886619,0.00812828958554621,0.056141009194892,0.0278272686627842,0.00713787924780298,0.233804032236394,-0.00789111545918519,0.0577101429543397,0.0169882439410578,0.0531358753921734,0.11774465469897,0.00891042733934209,0.0430843024841688,0.00434750896701164,0.0150144751976251,0.0917951754479318,0.102479427684043,0.00265124154505827,-0.00159671466420701,0.0191924396576327
"3",0.0260020277299227,0.0589837308959872,-0.00873615863462209,0.19645741734514,0.222043166111215,0.0805244106377695,0.0198412086116873,0.04243132891141,0.08941290677658,0.265415358792393,-0.00263767514261317,0.0175320098572639,-0.00868412601167542,-0.0052576278873372,-0.00518343627473496,0.00772237090311149,0.0240379536355009,-0.00828822921658444,-0.00502591622209653,-0.00659072081831719
"4",0.0647938912910405,0.0282085973979614,0.108042393898628,0.123107758008291,0.0417451128824727,0.0278207949768179,0.00592113669483759,-0.000569266006208019,0.0331619793242334,0.0474872078549436,-0.0012690793787505,0.00736200087490625,0.00685662852434871,0.00989642747071456,0.0143995780586779,0.0819411175813674,0.270594223061704,0.0212681575216025,0.0427966441060324,0.0664346958563782
"5",0.00560065324062671,-0.00758919039356919,0.0581641516406897,0.0498999417738451,-0.00685818719874824,0.066375874253699,0.1179945210575,0.00570263193695861,0.0102276537875631,0.0333809850168351,0.087811346306636,-0.00761831094326232,0.0848084422511418,0.185469538880293,-0.00115622507143818,0.106205251396954,-0.00228438598552916,0.0333786084234358,0.107788563096418,0.0726981365299505
"6",0.0195552510173545,0.0497529520807857,0.0137815668356824,0.307742804771709,0.0316468681171292,0.011743916855326,0.049518525203525,0.0214335352734586,0.0961982288624621,-0.0083460102022354,0.071198876044012,0.0975985579127262,-0.00754520339639692,-0.00812758590216987,0.0188945412680778,0.0420163516401579,0.0412303305571227,0.081252900741573,0.0741652607166252,-0.00371166839692538
"7",0.0580686919468114,0.226573677876139,0.101062920979712,0.0512164750344884,-0.00710478304091298,0.0119544917604764,0.029354295811956,0.204811331232033,-0.00621149832150157,0.000823958926877193,0.0210113987304015,0.00718130974305568,0.100506499900237,0.00204831548349262,0.0762101465890499,0.00145137041622832,0.0521125817132301,0.0715761219085605,0.00384929862124205,-0.00649660531157686
"8",0.0117296656037338,0.0191486339630253,0.00915444859960545,0.0415335654861868,0.02252398547093,0.0230139780547935,0.0961992282268557,0.205529582830236,0.166553106297273,-0.00019626205316059,0.00376894128905771,0.103852984159294,0.136806687487973,0.0464863176846051,0.0198928628811578,0.000840837404504642,0.0189501151911295,0.0520071295767061,0.0233369384514611,-0.00113274660536786
"9",0.0225357046543745,0.0752518293332892,0.0431427882102565,0.0586959819239515,0.0184860745241753,0.0719796416663273,0.0411536440650934,0.00237834749775551,0.0520008873314979,0.0557375416699447,0.111411656923184,0.0246828359187487,0.0590723726563446,-0.00558664699395636,0.00463911071627526,0.00937387908817824,0.0799927860588453,0.198830758671058,0.0316605478371179,0.044560258247539
"10",-0.000896587994891174,0.125015631655393,0.0575426848913143,0.079624315985071,-0.0088605165863866,-0.00601986126706182,0.0214977802691067,0.0124356324475321,0.100797801034809,-0.00522368750698357,0.144882078078213,0.0351155462583993,0.0590006315654262,0.0297804939764892,0.141422268632476,-0.00750801439247269,0.0389230310359687,-0.00383729827825367,0.0328933913120171,0.153414678883833
