"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.03713,0.03628,0.09732,0.10353,0.04364,0.08922,0.08237,0.18594,0.07616,0.06017,0.0766,0.02533,0.02667,0.028,0.03164
"2",0.05465,0.03362,0.04858,0.11335,0.04847,0.18852,0.11352,0.02771,0.03997,0.07021,0.14976,0.02533,0.02667,0.028,0.03164
"3",0.05345,0.05555,0.03536,0.04756,0.04076,0.13204,0.05786,0.0407,0.0304,0.13473,0.25995,0.02533,0.02667,0.028,0.03164
"4",0.03837,0.04953,0.03324,0.05088,0.1187,0.13634,0.06736,0.02517,0.03036,0.16211,0.1763,0.02533,0.02667,0.028,0.03164
"5",0.04692,0.05646,0.08907,0.05002,0.04657,0.06894,0.15858,0.08893,0.15005,0.06454,0.06827,0.02533,0.02667,0.028,0.03164
"6",0.0539,0.06575,0.08684,0.14614,0.1415,0.05119,0.04075,0.04395,0.1116,0.08238,0.06436,0.02533,0.02667,0.028,0.03164
"7",0.03431,0.05062,0.03445,0.09202,0.10117,0.05585,0.19403,0.05975,0.17949,0.03782,0.04885,0.02533,0.02667,0.028,0.03164
"8",0.05406,0.03129,0.09049,0.08622,0.02767,0.09185,0.06543,0.13306,0.03208,0.19281,0.0834,0.02533,0.02667,0.028,0.03164
"9",0.02914,0.04609,0.07009,0.07282,0.08777,0.07031,0.07767,0.09333,0.1509,0.04348,0.14675,0.02533,0.02667,0.028,0.03164
"10",0.0296,0.06405,0.09894,0.04966,0.12171,0.11265,0.04584,0.12026,0.09475,0.04988,0.10101,0.02533,0.02667,0.028,0.03164
"11",0.03897,0.03875,0.05626,0.13789,0.04631,0.05028,0.03242,0.18743,0.06055,0.14271,0.0968,0.02533,0.02667,0.028,0.03164
"12",0.04241,0.02879,0.04924,0.08581,0.06374,0.06608,0.17834,0.04735,0.21561,0.07114,0.03986,0.02533,0.02667,0.028,0.03164
"13",0.03176,0.03146,0.03792,0.13254,0.12232,0.0971,0.02722,0.03993,0.162,0.14319,0.06292,0.02533,0.02667,0.028,0.03164
"14",0.02728,0.04894,0.02956,0.02807,0.07442,0.1665,0.17293,0.03157,0.09139,0.10894,0.10877,0.02533,0.02667,0.028,0.03164
"15",0.03014,0.05788,0.03681,0.06897,0.09846,0.05806,0.0717,0.1989,0.13307,0.05526,0.07911,0.02533,0.02667,0.028,0.03164
"16",0.02682,0.02943,0.07194,0.03905,0.05666,0.10487,0.03151,0.03006,0.1673,0.2433,0.08741,0.02533,0.02667,0.028,0.03164
"17",0.03609,0.05862,0.10932,0.08572,0.0926,0.02898,0.07364,0.16792,0.08455,0.05187,0.09905,0.02533,0.02667,0.028,0.03164
"18",0.0312,0.05835,0.05775,0.04116,0.07182,0.1363,0.13676,0.098,0.03153,0.16702,0.05847,0.02533,0.02667,0.028,0.03164
"19",0.03315,0.05827,0.07,0.12987,0.09529,0.06479,0.07177,0.02691,0.21302,0.02783,0.09747,0.02533,0.02667,0.028,0.03164
"20",0.04593,0.03102,0.03429,0.04231,0.06039,0.11633,0.11776,0.10963,0.04719,0.05505,0.22845,0.02533,0.02667,0.028,0.03164
"21",0.02934,0.04814,0.06081,0.03974,0.02969,0.05104,0.07247,0.2735,0.13492,0.07253,0.07617,0.02533,0.02667,0.028,0.03164
"22",0.03881,0.04526,0.08934,0.02866,0.03249,0.06076,0.25107,0.14939,0.0503,0.08964,0.05264,0.02533,0.02667,0.028,0.03164
"23",0.04551,0.04887,0.04011,0.07026,0.03507,0.1067,0.06215,0.06048,0.08312,0.14194,0.19415,0.02533,0.02667,0.028,0.03164
"24",0.04427,0.03845,0.05096,0.13628,0.0513,0.02779,0.04066,0.08048,0.12575,0.05975,0.23268,0.02533,0.02667,0.028,0.03164
"25",0.04008,0.03214,0.11729,0.07799,0.04683,0.12607,0.18304,0.10862,0.08687,0.04269,0.02673,0.02533,0.02667,0.028,0.03164
"26",0.04019,0.03001,0.06675,0.0696,0.08609,0.05201,0.14281,0.0584,0.02986,0.15673,0.15591,0.02533,0.02667,0.028,0.03164
"27",0.03141,0.05748,0.0565,0.09405,0.09467,0.04679,0.1182,0.03369,0.1368,0.04998,0.1688,0.02533,0.02667,0.028,0.03164
"28",0.05127,0.05388,0.03732,0.11113,0.03231,0.1179,0.05649,0.06478,0.03181,0.18044,0.15102,0.02533,0.02667,0.028,0.03164
