"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.03657,0.03287,0.02658,0.11396,0.0685,0.04837,0.05184,0.05035,0.07436,0.3499,0.04056,0.02537,0.02624,0.02667,0.02786
"2",0.03354,0.05616,0.07245,0.18065,0.06142,0.10154,0.07126,0.09379,0.03877,0.13686,0.04742,0.02537,0.02624,0.02667,0.02786
"3",0.05674,0.0774,0.05422,0.20238,0.0317,0.03026,0.05168,0.0291,0.18167,0.02725,0.15147,0.02537,0.02624,0.02667,0.02786
"4",0.04424,0.04562,0.04257,0.08735,0.20755,0.15985,0.02654,0.0538,0.07011,0.03112,0.1251,0.02537,0.02624,0.02667,0.02786
"5",0.04368,0.0718,0.13794,0.04241,0.06642,0.12893,0.1028,0.11765,0.0595,0.06414,0.0586,0.02537,0.02624,0.02667,0.02786
"6",0.04897,0.03128,0.05192,0.06634,0.20766,0.14575,0.17196,0.05165,0.05038,0.02552,0.04244,0.02537,0.02624,0.02667,0.02786
"7",0.03898,0.11848,0.05116,0.03553,0.08313,0.0933,0.0707,0.04135,0.07302,0.05761,0.2306,0.02537,0.02624,0.02667,0.02786
"8",0.03587,0.09017,0.02888,0.05367,0.07214,0.02707,0.05091,0.12191,0.27145,0.09966,0.04214,0.02537,0.02624,0.02667,0.02786
"9",0.04027,0.03144,0.05333,0.03104,0.05602,0.06457,0.15586,0.04684,0.33734,0.03059,0.04654,0.02537,0.02624,0.02667,0.02786
"10",0.05467,0.04928,0.02916,0.04562,0.06494,0.14802,0.08328,0.02683,0.11177,0.10125,0.17904,0.02537,0.02624,0.02667,0.02786
"11",0.03302,0.02551,0.13093,0.12932,0.0559,0.03541,0.18515,0.03049,0.06838,0.11486,0.0849,0.02537,0.02624,0.02667,0.02786
"12",0.0566,0.04433,0.0489,0.15227,0.10123,0.15681,0.02907,0.12971,0.05434,0.08094,0.03965,0.02537,0.02624,0.02667,0.02786
"13",0.04131,0.1029,0.04941,0.15523,0.07078,0.101,0.03145,0.0254,0.12168,0.07495,0.11976,0.02537,0.02624,0.02667,0.02786
"14",0.04742,0.0627,0.20026,0.06813,0.04051,0.12672,0.046,0.15991,0.06759,0.04945,0.02517,0.02537,0.02624,0.02667,0.02786
"15",0.02772,0.04649,0.04262,0.066,0.06497,0.09518,0.1981,0.10548,0.12661,0.06301,0.05768,0.02537,0.02624,0.02667,0.02786
"16",0.04498,0.09332,0.06809,0.04007,0.09257,0.19511,0.10588,0.03386,0.10466,0.06829,0.04704,0.02537,0.02624,0.02667,0.02786
"17",0.03773,0.13259,0.07217,0.06976,0.05432,0.03661,0.11532,0.02963,0.2178,0.10029,0.02764,0.02537,0.02624,0.02667,0.02786
"18",0.0433,0.02864,0.20885,0.0606,0.14339,0.06504,0.05569,0.07413,0.10118,0.068,0.04503,0.02537,0.02624,0.02667,0.02786
"19",0.04418,0.0305,0.19325,0.05203,0.07203,0.07875,0.0571,0.0637,0.02533,0.06454,0.21244,0.02537,0.02624,0.02667,0.02786
"20",0.05569,0.13661,0.02903,0.13589,0.03345,0.07092,0.05407,0.057,0.17658,0.09696,0.04766,0.02537,0.02624,0.02667,0.02786
"21",0.04158,0.0555,0.08344,0.05461,0.05976,0.04578,0.02624,0.11153,0.12695,0.18635,0.10211,0.02537,0.02624,0.02667,0.02786
