"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.05132,0.07448,0.08491,0.09194,0.05719,0.05567,0.05119,0.05312,0.06916,0.06071,0.12875,0.05165,0.05616,0.05676,0.057
"2",0.05144,0.06174,0.05049,0.06931,0.05951,0.06435,0.06611,0.05276,0.08682,0.08146,0.13445,0.05165,0.05616,0.05676,0.057
"3",0.06672,0.0817,0.07095,0.05594,0.09201,0.0645,0.06056,0.07576,0.05366,0.06936,0.08728,0.05165,0.05616,0.05676,0.057
"4",0.06639,0.05549,0.0558,0.0849,0.05005,0.05605,0.08018,0.0838,0.11143,0.07818,0.05618,0.05165,0.05616,0.05676,0.057
"5",0.05223,0.08106,0.05395,0.06519,0.07189,0.06358,0.12764,0.05715,0.064,0.08668,0.05507,0.05165,0.05616,0.05676,0.057
"6",0.05812,0.06415,0.08096,0.07236,0.07896,0.06966,0.07684,0.05184,0.06284,0.06855,0.09416,0.05165,0.05616,0.05676,0.057
"7",0.05044,0.05515,0.05908,0.09077,0.05005,0.05829,0.05527,0.06088,0.1079,0.08591,0.10469,0.05165,0.05616,0.05676,0.057
"8",0.07211,0.06174,0.05554,0.05193,0.0505,0.05416,0.10269,0.05116,0.08794,0.12375,0.06692,0.05165,0.05616,0.05676,0.057
"9",0.06264,0.07494,0.06939,0.05352,0.06121,0.08211,0.06758,0.07888,0.1041,0.06055,0.06352,0.05165,0.05616,0.05676,0.057
"10",0.0661,0.05798,0.05896,0.06542,0.07445,0.10143,0.05109,0.08296,0.05143,0.0529,0.11572,0.05165,0.05616,0.05676,0.057
"11",0.05711,0.07277,0.0753,0.07245,0.05923,0.09657,0.07333,0.05386,0.0867,0.06302,0.0681,0.05165,0.05616,0.05676,0.057
"12",0.06406,0.07104,0.07056,0.05977,0.08797,0.06856,0.07348,0.09216,0.06756,0.06949,0.05379,0.05165,0.05616,0.05676,0.057
"13",0.05657,0.06799,0.06701,0.05979,0.05118,0.14426,0.054,0.07837,0.07685,0.06981,0.0526,0.05165,0.05616,0.05676,0.057
"14",0.06601,0.0535,0.06868,0.08383,0.08971,0.06025,0.07704,0.06451,0.07034,0.07426,0.0703,0.05165,0.05616,0.05676,0.057
"15",0.05384,0.05332,0.06479,0.06745,0.06759,0.08529,0.11547,0.06697,0.06685,0.07013,0.06672,0.05165,0.05616,0.05676,0.057
"16",0.05448,0.06942,0.05179,0.05597,0.08091,0.13342,0.08243,0.05745,0.07996,0.06163,0.05098,0.05165,0.05616,0.05676,0.057
