"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.03799,0.06007,0.04816,0.02682,0.12898,0.19107,0.10296,0.07681,0.09726,0.04125,0.06968,0.02533,0.02952,0.03164,0.03245
"2",0.02744,0.04949,0.02896,0.10845,0.12229,0.04433,0.04855,0.1244,0.11692,0.04669,0.16354,0.02533,0.02952,0.03164,0.03245
"3",0.03064,0.0309,0.06979,0.07364,0.18073,0.16648,0.1078,0.05188,0.03211,0.08372,0.05336,0.02533,0.02952,0.03164,0.03245
"4",0.03862,0.0585,0.09038,0.05414,0.07202,0.05595,0.06753,0.06511,0.06258,0.07297,0.24325,0.02533,0.02952,0.03164,0.03245
"5",0.02674,0.03608,0.07744,0.03864,0.05081,0.17332,0.10226,0.13838,0.09932,0.05763,0.08045,0.02533,0.02952,0.03164,0.03245
"6",0.04743,0.03009,0.06229,0.0963,0.07583,0.08748,0.20057,0.04232,0.0263,0.05616,0.15628,0.02533,0.02952,0.03164,0.03245
"7",0.03318,0.0749,0.04937,0.15922,0.04809,0.02801,0.0541,0.08622,0.06222,0.11426,0.17148,0.02533,0.02952,0.03164,0.03245
"8",0.02863,0.0331,0.06039,0.08435,0.17373,0.14631,0.13265,0.0871,0.0799,0.02915,0.02574,0.02533,0.02952,0.03164,0.03245
"9",0.0465,0.02535,0.07957,0.07445,0.18581,0.11683,0.04843,0.11895,0.07582,0.07078,0.03857,0.02533,0.02952,0.03164,0.03245
"10",0.03411,0.03024,0.10816,0.02645,0.09557,0.07165,0.05547,0.073,0.2384,0.11037,0.03763,0.02533,0.02952,0.03164,0.03245
"11",0.05332,0.03859,0.07652,0.0406,0.05439,0.03355,0.04799,0.05776,0.22822,0.10422,0.1459,0.02533,0.02952,0.03164,0.03245
"12",0.0405,0.04992,0.03278,0.12353,0.06502,0.06011,0.04266,0.11038,0.03738,0.19281,0.12596,0.02533,0.02952,0.03164,0.03245
"13",0.0352,0.05538,0.03698,0.06683,0.06378,0.10161,0.20293,0.0581,0.06267,0.0417,0.15587,0.02533,0.02952,0.03164,0.03245
"14",0.05247,0.05215,0.05528,0.11621,0.03118,0.11343,0.08866,0.0715,0.10667,0.04952,0.144,0.02533,0.02952,0.03164,0.03245
"15",0.03052,0.03877,0.08959,0.14623,0.05721,0.05763,0.03438,0.16724,0.04297,0.04773,0.16878,0.02533,0.02952,0.03164,0.03245
"16",0.02876,0.06187,0.05523,0.03536,0.03687,0.08176,0.18626,0.03544,0.08801,0.19527,0.07625,0.02533,0.02952,0.03164,0.03245
"17",0.0281,0.0608,0.02674,0.09583,0.13831,0.07305,0.13863,0.04505,0.06097,0.11113,0.10246,0.02533,0.02952,0.03164,0.03245
"18",0.0276,0.05736,0.08086,0.05545,0.03568,0.0634,0.09967,0.08491,0.21359,0.07669,0.08584,0.02533,0.02952,0.03164,0.03245
"19",0.02905,0.05309,0.0691,0.09508,0.08694,0.09837,0.11688,0.04876,0.04417,0.16501,0.07462,0.02533,0.02952,0.03164,0.03245
"20",0.03814,0.06732,0.0276,0.07184,0.15801,0.08803,0.05822,0.06252,0.08582,0.11508,0.10847,0.02533,0.02952,0.03164,0.03245
"21",0.03386,0.02531,0.03023,0.03088,0.05275,0.11052,0.11308,0.15125,0.09789,0.10569,0.12959,0.02533,0.02952,0.03164,0.03245
"22",0.04492,0.0497,0.06474,0.0569,0.08368,0.19793,0.09085,0.02672,0.05439,0.09064,0.12058,0.02533,0.02952,0.03164,0.03245
"23",0.03839,0.04042,0.08676,0.05581,0.1274,0.07934,0.03355,0.17032,0.04102,0.10724,0.10082,0.02533,0.02952,0.03164,0.03245
"24",0.04209,0.04926,0.03599,0.03231,0.09842,0.03263,0.12813,0.0958,0.17692,0.14632,0.0432,0.02533,0.02952,0.03164,0.03245
"25",0.0278,0.04653,0.04005,0.07471,0.02677,0.05941,0.14466,0.20131,0.11614,0.05495,0.08873,0.02533,0.02952,0.03164,0.03245
"26",0.04278,0.03747,0.05731,0.04753,0.04125,0.13203,0.12291,0.1087,0.0636,0.14467,0.0828,0.02533,0.02952,0.03164,0.03245
"27",0.05028,0.04972,0.06114,0.05402,0.03357,0.06135,0.15887,0.19444,0.06094,0.11235,0.04438,0.02533,0.02952,0.03164,0.03245
"28",0.03276,0.02555,0.09569,0.13143,0.06748,0.1091,0.16004,0.06764,0.10098,0.03567,0.05472,0.02533,0.02952,0.03164,0.03245
"29",0.04159,0.06037,0.02531,0.09029,0.04342,0.05637,0.03337,0.18364,0.08507,0.15334,0.10829,0.02533,0.02952,0.03164,0.03245
"30",0.03596,0.06264,0.04978,0.03039,0.05735,0.11762,0.02739,0.03575,0.08623,0.08579,0.29217,0.02533,0.02952,0.03164,0.03245
"31",0.03515,0.07358,0.08403,0.04908,0.09889,0.07527,0.06591,0.07661,0.1593,0.12915,0.03411,0.02533,0.02952,0.03164,0.03245
"32",0.04106,0.05546,0.10235,0.04831,0.16212,0.08439,0.10275,0.04055,0.10327,0.10135,0.03945,0.02533,0.02952,0.03164,0.03245
"33",0.05238,0.03366,0.04067,0.03143,0.12243,0.03102,0.09984,0.23365,0.03068,0.16972,0.03558,0.02533,0.02952,0.03164,0.03245
"34",0.05235,0.03163,0.03025,0.08625,0.09653,0.1904,0.07038,0.11817,0.06407,0.08481,0.05622,0.02533,0.02952,0.03164,0.03245
"35",0.03543,0.06499,0.07383,0.02811,0.02508,0.17299,0.10849,0.09277,0.07284,0.08556,0.12096,0.02533,0.02952,0.03164,0.03245
"36",0.02742,0.02642,0.03238,0.037,0.11114,0.09616,0.10439,0.17173,0.16475,0.07884,0.03084,0.02533,0.02952,0.03164,0.03245
"37",0.05269,0.02717,0.04186,0.08883,0.14638,0.11957,0.03059,0.0827,0.10624,0.13235,0.05267,0.02533,0.02952,0.03164,0.03245
"38",0.02517,0.06183,0.03084,0.09132,0.13055,0.11405,0.1578,0.04177,0.03312,0.08943,0.10518,0.02533,0.02952,0.03164,0.03245
"39",0.0295,0.03014,0.08424,0.12265,0.03754,0.17156,0.0439,0.02808,0.06322,0.15722,0.113,0.02533,0.02952,0.03164,0.03245
"40",0.05339,0.03653,0.07783,0.08928,0.07611,0.09321,0.07091,0.08528,0.07733,0.10416,0.11704,0.02533,0.02952,0.03164,0.03245
"41",0.02538,0.07497,0.02518,0.13657,0.07447,0.09412,0.06153,0.1663,0.0252,0.10937,0.08797,0.02533,0.02952,0.03164,0.03245
"42",0.04062,0.02588,0.05438,0.08281,0.08197,0.12721,0.02948,0.06037,0.09718,0.15881,0.12234,0.02533,0.02952,0.03164,0.03245
"43",0.04657,0.06273,0.05233,0.11807,0.03156,0.05275,0.11501,0.053,0.24286,0.07302,0.03316,0.02533,0.02952,0.03164,0.03245
"44",0.04948,0.03872,0.06883,0.07457,0.0272,0.0343,0.03119,0.11376,0.10046,0.08604,0.2565,0.02533,0.02952,0.03164,0.03245
"45",0.03147,0.05664,0.05579,0.07342,0.12074,0.07239,0.04091,0.04463,0.12785,0.17424,0.08298,0.02533,0.02952,0.03164,0.03245
"46",0.04386,0.07243,0.02962,0.07231,0.11594,0.09159,0.16152,0.07337,0.1381,0.03786,0.04445,0.02533,0.02952,0.03164,0.03245
"47",0.03185,0.03924,0.04616,0.08065,0.15905,0.05878,0.03866,0.09072,0.14104,0.14808,0.04684,0.02533,0.02952,0.03164,0.03245
"48",0.03607,0.02898,0.04812,0.14544,0.02806,0.05054,0.09673,0.09947,0.10662,0.0902,0.15082,0.02533,0.02952,0.03164,0.03245
"49",0.03518,0.0473,0.05188,0.12492,0.05003,0.19809,0.03416,0.06128,0.07105,0.15764,0.04954,0.02533,0.02952,0.03164,0.03245
"50",0.0272,0.03209,0.05858,0.03843,0.07707,0.05208,0.02765,0.15713,0.05456,0.11109,0.24517,0.02533,0.02952,0.03164,0.03245
"51",0.05237,0.0359,0.0448,0.07519,0.03198,0.16186,0.08596,0.04885,0.07629,0.23269,0.03517,0.02533,0.02952,0.03164,0.03245
"52",0.02531,0.04985,0.07012,0.07872,0.04958,0.14593,0.11898,0.02645,0.21781,0.06298,0.03534,0.02533,0.02952,0.03164,0.03245
"53",0.03799,0.04719,0.09522,0.04812,0.06022,0.03741,0.05753,0.03046,0.31754,0.05632,0.09304,0.02533,0.02952,0.03164,0.03245
"54",0.02851,0.04723,0.02921,0.03172,0.05988,0.06385,0.06754,0.2616,0.04461,0.05327,0.19365,0.02533,0.02952,0.03164,0.03245
"55",0.04925,0.04281,0.10564,0.12168,0.0399,0.09154,0.03612,0.10465,0.0524,0.15079,0.08627,0.02533,0.02952,0.03164,0.03245
"56",0.03861,0.06754,0.0314,0.02792,0.05037,0.08251,0.06068,0.20932,0.10302,0.18323,0.02645,0.02533,0.02952,0.03164,0.03245
"57",0.05313,0.04075,0.06595,0.08243,0.11885,0.08151,0.02925,0.08483,0.11029,0.07076,0.14331,0.02533,0.02952,0.03164,0.03245
"58",0.03864,0.02678,0.03461,0.0485,0.11886,0.19972,0.0937,0.06451,0.15296,0.02594,0.07683,0.02533,0.02952,0.03164,0.03245
"59",0.05291,0.026,0.03124,0.03411,0.03338,0.06543,0.03351,0.12895,0.06185,0.05599,0.35767,0.02533,0.02952,0.03164,0.03245
"60",0.02795,0.03703,0.03971,0.12368,0.02659,0.07286,0.14071,0.06975,0.11206,0.03136,0.19936,0.02533,0.02952,0.03164,0.03245
"61",0.03268,0.03719,0.04913,0.09863,0.08777,0.04538,0.08411,0.1393,0.13268,0.04622,0.12796,0.02533,0.02952,0.03164,0.03245
"62",0.04921,0.03816,0.04248,0.03111,0.10384,0.04817,0.05853,0.15258,0.06605,0.03576,0.25517,0.02533,0.02952,0.03164,0.03245
"63",0.05146,0.06015,0.08533,0.06794,0.11637,0.0474,0.02627,0.04005,0.24109,0.02601,0.11898,0.02533,0.02952,0.03164,0.03245
"64",0.0526,0.02596,0.0535,0.07486,0.08469,0.09813,0.0644,0.15198,0.07711,0.08739,0.11044,0.02533,0.02952,0.03164,0.03245
"65",0.03373,0.04409,0.08907,0.04351,0.03552,0.06245,0.10347,0.26079,0.1377,0.04452,0.02621,0.02533,0.02952,0.03164,0.03245
"66",0.05201,0.02596,0.02983,0.05673,0.13536,0.09995,0.19867,0.08626,0.0331,0.07432,0.08886,0.02533,0.02952,0.03164,0.03245
"67",0.0376,0.03867,0.07725,0.06975,0.03865,0.04813,0.09067,0.03553,0.05679,0.2636,0.12442,0.02533,0.02952,0.03164,0.03245
"68",0.03004,0.04265,0.03742,0.07265,0.07012,0.14878,0.13135,0.06248,0.08317,0.11923,0.08315,0.02533,0.02952,0.03164,0.03245
"69",0.03562,0.03337,0.04642,0.03873,0.07881,0.15028,0.08739,0.09038,0.07237,0.04973,0.19796,0.02533,0.02952,0.03164,0.03245
"70",0.04121,0.05666,0.03056,0.02786,0.06037,0.15312,0.11639,0.04654,0.20495,0.11715,0.02626,0.02533,0.02952,0.03164,0.03245
"71",0.03618,0.03981,0.03105,0.02714,0.04198,0.10282,0.05049,0.10156,0.3135,0.04561,0.09093,0.02533,0.02952,0.03164,0.03245
"72",0.028,0.06791,0.03142,0.05486,0.06938,0.17848,0.09688,0.18238,0.0526,0.0799,0.03926,0.02533,0.02952,0.03164,0.03245
"73",0.04615,0.03364,0.05105,0.15625,0.04209,0.19932,0.03225,0.07496,0.07448,0.07069,0.10017,0.02533,0.02952,0.03164,0.03245
"74",0.0364,0.0566,0.10763,0.10574,0.04843,0.18807,0.07561,0.0327,0.03554,0.05446,0.13989,0.02533,0.02952,0.03164,0.03245
"75",0.04965,0.02877,0.10017,0.05134,0.148,0.1531,0.03016,0.16514,0.03418,0.05689,0.06366,0.02533,0.02952,0.03164,0.03245
"76",0.03387,0.0575,0.09737,0.11175,0.07757,0.02755,0.03887,0.0452,0.06957,0.24735,0.07445,0.02533,0.02952,0.03164,0.03245
"77",0.03805,0.0587,0.10389,0.04285,0.1566,0.11033,0.03223,0.04129,0.15551,0.10712,0.03447,0.02533,0.02952,0.03164,0.03245
"78",0.03924,0.03508,0.03779,0.1276,0.07459,0.0415,0.02528,0.15432,0.22234,0.0883,0.03502,0.02533,0.02952,0.03164,0.03245
"79",0.05058,0.0607,0.09938,0.04041,0.07055,0.03339,0.16124,0.18721,0.02524,0.0831,0.06925,0.02533,0.02952,0.03164,0.03245
"80",0.05046,0.06078,0.08091,0.03567,0.02998,0.13111,0.10824,0.11765,0.05684,0.05547,0.15396,0.02533,0.02952,0.03164,0.03245
"81",0.05112,0.03194,0.05729,0.03528,0.07776,0.06718,0.06502,0.0954,0.1488,0.15286,0.09842,0.02533,0.02952,0.03164,0.03245
"82",0.04549,0.04433,0.10579,0.05271,0.13018,0.13547,0.06804,0.09241,0.08918,0.07426,0.04321,0.02533,0.02952,0.03164,0.03245
"83",0.0366,0.03096,0.10382,0.05071,0.08813,0.05658,0.11512,0.05622,0.11759,0.05824,0.16709,0.02533,0.02952,0.03164,0.03245
"84",0.047,0.04219,0.10464,0.14771,0.09979,0.11283,0.06395,0.05592,0.10352,0.05089,0.05261,0.02533,0.02952,0.03164,0.03245
"85",0.05325,0.02532,0.03492,0.10545,0.11106,0.02575,0.07201,0.10311,0.03894,0.12505,0.18621,0.02533,0.02952,0.03164,0.03245
