"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.0269,0.03895,0.04512,0.07958,0.05712,0.14281,0.16424,0.16985,0.05692,0.07792,0.03058,0.02532,0.02533,0.028,0.02952
"2",0.03563,0.02662,0.04808,0.07285,0.06474,0.05631,0.05779,0.2092,0.08658,0.04096,0.19123,0.02532,0.02533,0.028,0.02952
"3",0.03324,0.03411,0.03934,0.06598,0.05854,0.13052,0.07455,0.05195,0.25374,0.11558,0.03245,0.02532,0.02533,0.028,0.02952
"4",0.0263,0.03204,0.02535,0.0526,0.05078,0.10094,0.11347,0.08939,0.23991,0.1318,0.02742,0.02532,0.02533,0.028,0.02952
"5",0.03193,0.03863,0.02638,0.05373,0.10182,0.10179,0.05435,0.05062,0.27174,0.02745,0.13155,0.02532,0.02533,0.028,0.02952
"6",0.02771,0.02774,0.03561,0.05506,0.04875,0.15999,0.09968,0.05728,0.11144,0.09531,0.17143,0.02532,0.02533,0.028,0.02952
"7",0.02674,0.02683,0.03502,0.03931,0.02548,0.16514,0.04091,0.07525,0.18312,0.22144,0.05076,0.02532,0.02533,0.028,0.02952
"8",0.02733,0.02923,0.04829,0.05074,0.04684,0.10246,0.05691,0.06746,0.17055,0.24252,0.04766,0.02532,0.02533,0.028,0.02952
"9",0.02846,0.03864,0.04863,0.04568,0.08684,0.165,0.04674,0.03357,0.03902,0.3001,0.05732,0.02532,0.02533,0.028,0.02952
"10",0.02956,0.03658,0.04548,0.03067,0.03681,0.05906,0.07933,0.03455,0.1222,0.18454,0.23123,0.02532,0.02533,0.028,0.02952
"11",0.02827,0.02765,0.04819,0.03142,0.0322,0.12006,0.1093,0.03981,0.2028,0.13702,0.11327,0.02532,0.02533,0.028,0.02952
"12",0.03933,0.02684,0.04716,0.06012,0.07017,0.05311,0.05174,0.05594,0.20902,0.23961,0.03697,0.02532,0.02533,0.028,0.02952
"13",0.03442,0.03673,0.03012,0.03778,0.07154,0.14288,0.07237,0.037,0.06248,0.19596,0.16872,0.02532,0.02533,0.028,0.02952
"14",0.03964,0.03604,0.02949,0.07671,0.07813,0.17311,0.09543,0.11276,0.08034,0.11429,0.05406,0.02532,0.02533,0.028,0.02952
"15",0.03533,0.02843,0.04856,0.04657,0.05922,0.15673,0.1006,0.10074,0.16284,0.07684,0.07413,0.02532,0.02533,0.028,0.02952
"16",0.02626,0.02694,0.02555,0.04343,0.08384,0.09449,0.14129,0.07395,0.04837,0.16744,0.15842,0.02532,0.02533,0.028,0.02952
"17",0.03424,0.02914,0.0295,0.03921,0.02928,0.04776,0.0908,0.15061,0.04328,0.06147,0.33472,0.02532,0.02533,0.028,0.02952
"18",0.03898,0.02865,0.02565,0.04447,0.08647,0.04369,0.25044,0.06459,0.05237,0.03649,0.21821,0.02532,0.02533,0.028,0.02952
"19",0.03851,0.03558,0.04542,0.07092,0.05319,0.03023,0.1767,0.03104,0.09779,0.12711,0.18353,0.02532,0.02533,0.028,0.02952
"20",0.03749,0.02828,0.03102,0.03141,0.06072,0.10865,0.12875,0.22222,0.12132,0.08385,0.03629,0.02532,0.02533,0.028,0.02952
"21",0.03434,0.03633,0.04383,0.05625,0.04695,0.10924,0.09765,0.16977,0.08424,0.11884,0.09257,0.02532,0.02533,0.028,0.02952
"22",0.03058,0.02591,0.04702,0.02596,0.04039,0.07445,0.04126,0.21246,0.22534,0.02634,0.14031,0.02532,0.02533,0.028,0.02952
"23",0.02825,0.0355,0.0294,0.04825,0.05963,0.08015,0.1175,0.03746,0.30756,0.05876,0.08754,0.02532,0.02533,0.028,0.02952
"24",0.03742,0.03837,0.0427,0.08511,0.06741,0.12139,0.13109,0.05077,0.08398,0.1915,0.04025,0.02532,0.02533,0.028,0.02952
"25",0.03821,0.0255,0.04204,0.06126,0.04502,0.04727,0.02512,0.07551,0.05756,0.41912,0.05339,0.02532,0.02533,0.028,0.02952
"26",0.03655,0.03502,0.04072,0.03234,0.07525,0.07583,0.05789,0.11961,0.05985,0.29315,0.06379,0.02532,0.02533,0.028,0.02952
"27",0.02594,0.04051,0.02595,0.08253,0.03316,0.10906,0.06999,0.05881,0.07382,0.23782,0.13242,0.02532,0.02533,0.028,0.02952
"28",0.02733,0.03524,0.03772,0.02792,0.08079,0.13719,0.04916,0.05123,0.07133,0.25329,0.1188,0.02532,0.02533,0.028,0.02952
"29",0.03085,0.02845,0.0287,0.04161,0.03739,0.07176,0.08192,0.09344,0.26162,0.17144,0.04282,0.02532,0.02533,0.028,0.02952
"30",0.02736,0.03054,0.03548,0.06291,0.05126,0.04611,0.15953,0.03623,0.27025,0.13177,0.03856,0.02532,0.02533,0.028,0.02952
"31",0.03127,0.02672,0.03294,0.06627,0.05212,0.05716,0.05064,0.02808,0.19814,0.0575,0.28916,0.02532,0.02533,0.028,0.02952
"32",0.03109,0.02634,0.04428,0.07759,0.10764,0.04357,0.19503,0.06577,0.05274,0.02519,0.22077,0.02532,0.02533,0.028,0.02952
"33",0.02641,0.02757,0.03575,0.05071,0.03341,0.10631,0.24694,0.04495,0.03117,0.05433,0.23246,0.02532,0.02533,0.028,0.02952
"34",0.03292,0.03267,0.02777,0.04576,0.05134,0.09995,0.06865,0.15935,0.09859,0.12322,0.14979,0.02532,0.02533,0.028,0.02952
"35",0.03925,0.03705,0.04876,0.02999,0.09028,0.0451,0.06861,0.11475,0.25461,0.12573,0.03588,0.02532,0.02533,0.028,0.02952
"36",0.03168,0.03222,0.03397,0.03007,0.03319,0.09772,0.21485,0.08771,0.11169,0.1554,0.06151,0.02532,0.02533,0.028,0.02952
"37",0.03761,0.03033,0.03249,0.06138,0.02902,0.06575,0.1943,0.21391,0.09197,0.05076,0.08247,0.02532,0.02533,0.028,0.02952
"38",0.03326,0.02769,0.04234,0.07799,0.02674,0.14677,0.12306,0.14983,0.05416,0.06734,0.14082,0.02532,0.02533,0.028,0.02952
"39",0.03052,0.02989,0.04023,0.0304,0.0737,0.07194,0.14765,0.07352,0.10349,0.06574,0.22293,0.02532,0.02533,0.028,0.02952
"40",0.03437,0.03628,0.03583,0.0449,0.07054,0.12007,0.1443,0.05214,0.08829,0.04144,0.22184,0.02532,0.02533,0.028,0.02952
"41",0.02663,0.03524,0.04363,0.03973,0.04188,0.02655,0.09096,0.13211,0.33123,0.0591,0.06294,0.02532,0.02533,0.028,0.02952
"42",0.03501,0.03085,0.032,0.06579,0.03067,0.03026,0.02961,0.04246,0.42488,0.13842,0.03005,0.02532,0.02533,0.028,0.02952
"43",0.03099,0.0269,0.03338,0.04372,0.08511,0.05233,0.04391,0.04916,0.33334,0.07123,0.11992,0.02532,0.02533,0.028,0.02952
"44",0.03614,0.03816,0.04698,0.04805,0.07539,0.03951,0.17614,0.11541,0.1312,0.12269,0.06035,0.02532,0.02533,0.028,0.02952
"45",0.03956,0.02529,0.04838,0.06046,0.03765,0.03969,0.16176,0.08563,0.07202,0.0955,0.22406,0.02532,0.02533,0.028,0.02952
"46",0.0279,0.03088,0.04602,0.06545,0.07106,0.03583,0.10575,0.03104,0.27277,0.08702,0.11627,0.02532,0.02533,0.028,0.02952
"47",0.03778,0.02709,0.04602,0.0548,0.0676,0.08434,0.11349,0.02645,0.18336,0.19489,0.05418,0.02532,0.02533,0.028,0.02952
"48",0.02531,0.03817,0.0457,0.07919,0.06948,0.15577,0.03437,0.18327,0.11841,0.11073,0.0296,0.02532,0.02533,0.028,0.02952
"49",0.02533,0.03495,0.03009,0.07206,0.10705,0.06424,0.03248,0.19419,0.1321,0.1357,0.06181,0.02532,0.02533,0.028,0.02952
"50",0.02606,0.04028,0.03027,0.0568,0.04617,0.10717,0.18375,0.07319,0.14081,0.06095,0.12457,0.02532,0.02533,0.028,0.02952
"51",0.02953,0.03172,0.04752,0.07542,0.02668,0.05914,0.20496,0.05792,0.02684,0.17107,0.1592,0.02532,0.02533,0.028,0.02952
"52",0.03974,0.04083,0.02713,0.0688,0.04419,0.06859,0.20428,0.09378,0.20334,0.06774,0.03157,0.02532,0.02533,0.028,0.02952
"53",0.03876,0.03435,0.04563,0.03418,0.07944,0.14377,0.15147,0.06237,0.10977,0.04945,0.14082,0.02532,0.02533,0.028,0.02952
"54",0.0253,0.02885,0.02954,0.04885,0.0372,0.1117,0.04497,0.10699,0.26134,0.10956,0.08569,0.02532,0.02533,0.028,0.02952
"55",0.03269,0.04049,0.03966,0.0522,0.09717,0.10343,0.06344,0.04908,0.22723,0.07585,0.10877,0.02532,0.02533,0.028,0.02952
"56",0.0338,0.03102,0.04813,0.08332,0.05031,0.06884,0.19841,0.16669,0.12524,0.05874,0.02551,0.02532,0.02533,0.028,0.02952
"57",0.03537,0.0287,0.04861,0.06038,0.0629,0.04225,0.24882,0.04855,0.04222,0.12636,0.14585,0.02532,0.02533,0.028,0.02952
"58",0.02943,0.02886,0.04089,0.06058,0.03545,0.06712,0.04025,0.21894,0.0728,0.07753,0.21816,0.02532,0.02533,0.028,0.02952
"59",0.04014,0.02703,0.02532,0.06605,0.08175,0.0337,0.12524,0.28631,0.02795,0.03533,0.14118,0.02532,0.02533,0.028,0.02952
"60",0.03517,0.03153,0.04308,0.05395,0.05993,0.08023,0.04016,0.16631,0.16756,0.032,0.1801,0.02532,0.02533,0.028,0.02952
"61",0.03858,0.03231,0.0336,0.02999,0.10623,0.06823,0.04214,0.17229,0.2073,0.05601,0.10333,0.02532,0.02533,0.028,0.02952
"62",0.03376,0.03309,0.04718,0.02652,0.05521,0.03969,0.09828,0.10351,0.19672,0.15518,0.10087,0.02532,0.02533,0.028,0.02952
"63",0.02653,0.02945,0.04787,0.04405,0.09066,0.05185,0.08868,0.16995,0.2282,0.06304,0.04971,0.02532,0.02533,0.028,0.02952
