"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.05131,0.02832,0.1012,0.07237,0.14602,0.04484,0.04825,0.16951,0.11579,0.07377,0.03719,0.02586,0.02661,0.02878,0.03019
"2",0.05731,0.02525,0.05353,0.08829,0.08243,0.04948,0.1998,0.03091,0.0557,0.16756,0.07828,0.02586,0.02661,0.02878,0.03019
"3",0.03007,0.03173,0.06806,0.02605,0.18874,0.05214,0.10147,0.06911,0.04239,0.08863,0.19016,0.02586,0.02661,0.02878,0.03019
"4",0.0324,0.06074,0.03577,0.06634,0.07074,0.22046,0.09178,0.12418,0.07147,0.05441,0.06027,0.02586,0.02661,0.02878,0.03019
"5",0.03553,0.05503,0.09512,0.09983,0.18741,0.04637,0.04296,0.02693,0.1521,0.10448,0.0428,0.02586,0.02661,0.02878,0.03019
"6",0.04612,0.0317,0.07659,0.10854,0.06374,0.04943,0.02994,0.12599,0.09663,0.11555,0.14433,0.02586,0.02661,0.02878,0.03019
"7",0.03282,0.03988,0.07034,0.08758,0.10901,0.02976,0.13481,0.02931,0.06724,0.02663,0.26117,0.02586,0.02661,0.02878,0.03019
"8",0.02664,0.04752,0.05899,0.09597,0.06368,0.17965,0.0888,0.04291,0.0424,0.05982,0.18217,0.02586,0.02661,0.02878,0.03019
"9",0.04992,0.04332,0.02533,0.03124,0.15826,0.04129,0.03551,0.0859,0.14804,0.12342,0.14632,0.02586,0.02661,0.02878,0.03019
"10",0.0466,0.03364,0.05282,0.11478,0.14573,0.07144,0.14805,0.02745,0.1043,0.046,0.09774,0.02586,0.02661,0.02878,0.03019
"11",0.04814,0.0421,0.03432,0.02904,0.08466,0.03428,0.09198,0.15547,0.11868,0.04463,0.20525,0.02586,0.02661,0.02878,0.03019
"12",0.04819,0.02616,0.04221,0.04631,0.07964,0.14341,0.12544,0.0253,0.14382,0.10598,0.10209,0.02586,0.02661,0.02878,0.03019
"13",0.05467,0.05995,0.07286,0.05889,0.02988,0.09923,0.20304,0.155,0.03175,0.0355,0.08778,0.02586,0.02661,0.02878,0.03019
"14",0.04445,0.04739,0.07906,0.07278,0.02634,0.10375,0.03686,0.18005,0.15502,0.1045,0.03836,0.02586,0.02661,0.02878,0.03019
"15",0.03555,0.064,0.07728,0.05757,0.04979,0.1971,0.08878,0.12858,0.03397,0.06236,0.09357,0.02586,0.02661,0.02878,0.03019
"16",0.0466,0.04081,0.07103,0.13522,0.13081,0.08166,0.04618,0.04101,0.03832,0.05174,0.20516,0.02586,0.02661,0.02878,0.03019
"17",0.05358,0.06539,0.03273,0.10093,0.03944,0.0724,0.22394,0.07158,0.07627,0.04352,0.10878,0.02586,0.02661,0.02878,0.03019
"18",0.03671,0.02668,0.04578,0.10786,0.13837,0.09938,0.20537,0.03042,0.05463,0.04438,0.09896,0.02586,0.02661,0.02878,0.03019
"19",0.04349,0.03838,0.05591,0.13363,0.02864,0.30257,0.0585,0.03975,0.07091,0.06676,0.05002,0.02586,0.02661,0.02878,0.03019
"20",0.0453,0.05164,0.10828,0.06909,0.0865,0.06357,0.23715,0.06073,0.05137,0.07702,0.0379,0.02586,0.02661,0.02878,0.03019
"21",0.04907,0.03096,0.06409,0.09335,0.04417,0.03586,0.24796,0.08013,0.04914,0.14698,0.04685,0.02586,0.02661,0.02878,0.03019
"22",0.027,0.0525,0.03573,0.02526,0.09291,0.16305,0.11207,0.0852,0.10212,0.05042,0.14229,0.02586,0.02661,0.02878,0.03019
"23",0.02506,0.03015,0.03525,0.06077,0.06694,0.04079,0.03758,0.2342,0.07321,0.07968,0.20492,0.02586,0.02661,0.02878,0.03019
"24",0.03523,0.0259,0.08115,0.13552,0.09927,0.15222,0.14862,0.03635,0.04999,0.05622,0.06807,0.02586,0.02661,0.02878,0.03019
"25",0.05872,0.03024,0.07375,0.08273,0.05656,0.06168,0.04976,0.11759,0.23641,0.08273,0.03839,0.02586,0.02661,0.02878,0.03019
"26",0.0471,0.04272,0.03808,0.06236,0.12115,0.06569,0.08607,0.04059,0.03571,0.24198,0.10711,0.02586,0.02661,0.02878,0.03019
"27",0.05778,0.05463,0.07797,0.03666,0.07721,0.07596,0.04688,0.04004,0.15671,0.20675,0.05797,0.02586,0.02661,0.02878,0.03019
"28",0.05146,0.05144,0.05434,0.03566,0.12398,0.21206,0.06968,0.0562,0.09106,0.03755,0.10514,0.02586,0.02661,0.02878,0.03019
"29",0.03058,0.03692,0.03513,0.0974,0.09528,0.08656,0.18253,0.03844,0.03823,0.13496,0.11251,0.02586,0.02661,0.02878,0.03019
"30",0.02568,0.02712,0.10659,0.14033,0.14685,0.03939,0.06076,0.07538,0.0916,0.09818,0.07668,0.02586,0.02661,0.02878,0.03019
"31",0.05313,0.0562,0.05906,0.05451,0.1961,0.13531,0.11361,0.05209,0.03943,0.05516,0.07395,0.02586,0.02661,0.02878,0.03019
"32",0.05592,0.04233,0.06457,0.08975,0.1882,0.02913,0.06214,0.04027,0.11465,0.06075,0.14084,0.02586,0.02661,0.02878,0.03019
"33",0.05565,0.05223,0.06194,0.02505,0.06427,0.04631,0.34254,0.0483,0.04848,0.03247,0.11131,0.02586,0.02661,0.02878,0.03019
"34",0.02591,0.0367,0.0419,0.07906,0.21316,0.11004,0.0816,0.06619,0.04856,0.08234,0.10309,0.02586,0.02661,0.02878,0.03019
"35",0.03766,0.05125,0.04863,0.03373,0.03067,0.18281,0.16699,0.06558,0.122,0.09738,0.05186,0.02586,0.02661,0.02878,0.03019
"36",0.02567,0.04007,0.08621,0.02846,0.02561,0.28614,0.04191,0.18883,0.06592,0.07217,0.02756,0.02586,0.02661,0.02878,0.03019
"37",0.04334,0.06241,0.10313,0.04562,0.18502,0.07869,0.10153,0.0927,0.05655,0.06731,0.05226,0.02586,0.02661,0.02878,0.03019
"38",0.03695,0.03926,0.07228,0.08522,0.1113,0.09707,0.0407,0.11671,0.04263,0.2182,0.02822,0.02586,0.02661,0.02878,0.03019
"39",0.05405,0.03791,0.03343,0.03882,0.03756,0.04108,0.07811,0.08378,0.28157,0.05719,0.14505,0.02586,0.02661,0.02878,0.03019
"40",0.05878,0.06369,0.02702,0.03067,0.02837,0.05284,0.19252,0.08172,0.07206,0.05319,0.22768,0.02586,0.02661,0.02878,0.03019
"41",0.05933,0.02793,0.09067,0.06771,0.06097,0.23862,0.06551,0.12463,0.05688,0.04747,0.04884,0.02586,0.02661,0.02878,0.03019
"42",0.03029,0.04104,0.09971,0.0517,0.04412,0.05419,0.09238,0.16407,0.05767,0.19916,0.05421,0.02586,0.02661,0.02878,0.03019
"43",0.03978,0.04077,0.02991,0.03642,0.10576,0.07617,0.08765,0.21684,0.12447,0.07589,0.05489,0.02586,0.02661,0.02878,0.03019
"44",0.03356,0.04423,0.06605,0.09277,0.02882,0.10401,0.18882,0.08636,0.05332,0.159,0.03161,0.02586,0.02661,0.02878,0.03019
"45",0.04471,0.02817,0.10123,0.02995,0.29356,0.08629,0.02693,0.05269,0.04008,0.04084,0.1441,0.02586,0.02661,0.02878,0.03019
"46",0.03061,0.05921,0.06078,0.03653,0.05762,0.21842,0.04223,0.14896,0.06769,0.12344,0.04306,0.02586,0.02661,0.02878,0.03019
"47",0.0518,0.04947,0.07694,0.0369,0.15312,0.04752,0.18068,0.04643,0.06658,0.0603,0.11882,0.02586,0.02661,0.02878,0.03019
"48",0.04009,0.04758,0.03837,0.05847,0.15212,0.05669,0.03904,0.21011,0.10328,0.03502,0.10779,0.02586,0.02661,0.02878,0.03019
"49",0.04748,0.05494,0.02697,0.11413,0.05131,0.07958,0.06159,0.04928,0.14585,0.10051,0.15692,0.02586,0.02661,0.02878,0.03019
"50",0.054,0.02917,0.03887,0.05245,0.12978,0.07935,0.19651,0.03277,0.05894,0.06024,0.15648,0.02586,0.02661,0.02878,0.03019
"51",0.03479,0.04124,0.03368,0.05946,0.26021,0.05233,0.04521,0.06288,0.0901,0.13171,0.07695,0.02586,0.02661,0.02878,0.03019
"52",0.0349,0.02619,0.03704,0.05084,0.06484,0.05962,0.11664,0.23837,0.1385,0.04073,0.08088,0.02586,0.02661,0.02878,0.03019
"53",0.06141,0.05033,0.10078,0.06787,0.13338,0.10302,0.04947,0.06403,0.15992,0.05723,0.0411,0.02586,0.02661,0.02878,0.03019
"54",0.02945,0.04596,0.02583,0.0684,0.10857,0.12482,0.04083,0.09951,0.25026,0.03136,0.06355,0.02586,0.02661,0.02878,0.03019
"55",0.04795,0.04027,0.09464,0.11267,0.12793,0.10421,0.05177,0.16095,0.03618,0.05326,0.05873,0.02586,0.02661,0.02878,0.03019
"56",0.04439,0.04484,0.02622,0.02673,0.14384,0.04442,0.08291,0.12559,0.02937,0.14491,0.17535,0.02586,0.02661,0.02878,0.03019
"57",0.05141,0.05574,0.05213,0.11099,0.05192,0.13432,0.20144,0.12633,0.02971,0.03416,0.04041,0.02586,0.02661,0.02878,0.03019
"58",0.027,0.02771,0.05498,0.06291,0.05845,0.03737,0.02504,0.04464,0.06258,0.3145,0.17337,0.02586,0.02661,0.02878,0.03019
"59",0.05455,0.02941,0.03555,0.08673,0.0761,0.05568,0.03614,0.04692,0.23478,0.11445,0.11825,0.02586,0.02661,0.02878,0.03019
"60",0.06001,0.03146,0.06942,0.05407,0.05578,0.10419,0.02636,0.03907,0.20618,0.17777,0.06422,0.02586,0.02661,0.02878,0.03019
"61",0.04127,0.06244,0.02565,0.05631,0.16214,0.0393,0.07848,0.13624,0.19112,0.02844,0.06716,0.02586,0.02661,0.02878,0.03019
"62",0.02751,0.05072,0.07823,0.05756,0.06058,0.18533,0.06167,0.03438,0.18657,0.10005,0.04595,0.02586,0.02661,0.02878,0.03019
"63",0.02917,0.02502,0.03749,0.04789,0.09077,0.09825,0.13489,0.17956,0.05078,0.02613,0.1686,0.02586,0.02661,0.02878,0.03019
"64",0.05345,0.04263,0.0444,0.09607,0.15466,0.12039,0.11612,0.09238,0.03055,0.09156,0.04633,0.02586,0.02661,0.02878,0.03019
"65",0.026,0.03701,0.03483,0.10626,0.09441,0.06644,0.22386,0.06658,0.02635,0.16579,0.04104,0.02586,0.02661,0.02878,0.03019
"66",0.0338,0.04565,0.09233,0.04556,0.05654,0.29946,0.17179,0.03057,0.03277,0.03333,0.04675,0.02586,0.02661,0.02878,0.03019
"67",0.04966,0.06096,0.07835,0.13591,0.11622,0.08527,0.09328,0.0603,0.03264,0.06879,0.10719,0.02586,0.02661,0.02878,0.03019
"68",0.04389,0.04226,0.05772,0.138,0.18566,0.06817,0.09866,0.03239,0.0369,0.07847,0.10641,0.02586,0.02661,0.02878,0.03019
"69",0.03786,0.04409,0.07315,0.02607,0.04142,0.09564,0.02868,0.10417,0.10997,0.11291,0.21458,0.02586,0.02661,0.02878,0.03019
"70",0.03021,0.0454,0.07241,0.09649,0.12174,0.02678,0.19935,0.18074,0.03023,0.02879,0.05641,0.02586,0.02661,0.02878,0.03019
"71",0.05468,0.02963,0.05394,0.03843,0.04637,0.03214,0.05797,0.13729,0.19348,0.07436,0.17026,0.02586,0.02661,0.02878,0.03019
"72",0.02807,0.05772,0.05818,0.06181,0.04626,0.02805,0.10905,0.07714,0.10278,0.09392,0.22557,0.02586,0.02661,0.02878,0.03019
"73",0.05877,0.03855,0.06598,0.06308,0.04687,0.08194,0.0313,0.10256,0.17792,0.08329,0.13828,0.02586,0.02661,0.02878,0.03019
"74",0.05428,0.05823,0.07228,0.07713,0.03934,0.05776,0.08792,0.05879,0.06192,0.11479,0.20612,0.02586,0.02661,0.02878,0.03019
"75",0.02713,0.02613,0.09308,0.0632,0.11084,0.02505,0.21536,0.08084,0.09382,0.08547,0.06762,0.02586,0.02661,0.02878,0.03019
"76",0.05061,0.0441,0.07216,0.05068,0.15036,0.02845,0.03941,0.04846,0.07205,0.20674,0.12555,0.02586,0.02661,0.02878,0.03019
"77",0.0496,0.02859,0.04922,0.03725,0.04757,0.09223,0.16704,0.03064,0.04401,0.207,0.13539,0.02586,0.02661,0.02878,0.03019
"78",0.05722,0.03823,0.03787,0.08529,0.03263,0.05095,0.0858,0.19502,0.07089,0.1906,0.04407,0.02586,0.02661,0.02878,0.03019
