"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.0434755690848364,0.0686674648169844,0.0675041243320104,0.0454825616581185,0.126305803025729,0.0324990816094546,0.0643749626620066,0.00277939092477041,-0.00206753199497169,0.0147733317570152,0.0184731320813179,0.0211978720190112,0.0348091188053092,0.00119858482795019,0.0206282611230631,0.0310533848924222,0.021018933226135,0.0683076754044105,0.137036621084338,0.182481658660088
"2",0.0512358321091531,0.00838146835470342,0.0760828165400698,0.147251544879051,0.0154281677083155,-0.00721009537483974,-0.00620359369384355,0.214705566298367,0.0912514133168793,0.00686712398556739,0.0823852589004331,0.00319464417028405,0.0601208751677659,0.0190186144450745,0.102348552805131,0.0399409445510737,0.0208789527208461,0.0146609606108635,0.0390561263137451,0.0206048261913592
"3",0.0478482914068555,0.0157249910670921,0.0942712991383861,0.00371509482712471,0.141267194564614,0.0556233166908101,0.0580284939648737,0.0737437138706454,0.0678016949446494,0.00545570877079219,0.103679451564572,0.0655010103133214,0.0318206687305636,0.010011176363316,0.00575881322108852,-0.00896822509709411,0.0394978346158094,0.121341322762817,0.0412151004020104,0.026663047877753
"4",0.0703224427689251,-0.00327315231022746,0.0107760809120852,0.00907909001200492,0.270568066720008,0.0189499738092054,0.0754801982422562,0.0289670332697501,0.124719641165089,-0.000519541773776618,0.0019379105012156,0.0666844154470254,0.0562199371836963,-0.00301204253462771,0.0413168108524019,0.0301117020421267,0.03040693735979,0.053423616838977,-0.00248814330861818,0.120329022802692
"5",0.0736403223816787,-0.00845475035985715,0.0705420054529754,0.068229055812913,0.138892656691119,0.0303711656306245,0.00116002209313805,0.00112579919484483,0.00758757354140982,0.142494159882673,0.026684942246921,-0.00817638950137893,0.0200020694894241,0.0921780446355041,0.0938686852993418,0.0130466294539116,0.071180800550141,0.171391911825355,-0.00857200866622376,0.00280730434548426
"6",0.029977787825273,0.0145689422458713,0.026503899469551,0.0284857549213005,-0.00872152715209074,0.247783192221398,-0.000670298344810492,0.0150186573195875,-0.00655681364436717,0.0707998616521076,0.150939810530621,0.143807297381908,0.0711031352203013,0.110408987455154,-0.00652151054412692,-0.000555135922599155,0.024470306760063,0.0410406045699396,-0.000123734295387111,0.0482407823303048
"7",0.0532321957429744,0.0458277142304383,-0.00726891527553007,0.0469312083129401,-0.00439090146407458,0.0118911109505004,0.0291874102668788,-0.00947151131902612,0.0911859825190207,0.0267693241931767,0.0267736691344291,-0.00851836654291196,0.00548790570087795,0.0105748873776747,0.401995954294597,0.0380092929257437,0.0374200415247095,0.0428822774955593,0.111885648027451,0.049595071904571
"8",0.0326426251820661,0.043578546419512,0.0320748762068836,0.0146255933207963,0.313354364953773,-0.00904702446556509,0.0130088427958359,0.0249978450647692,0.0109495690389255,0.0323667482269664,0.0533600057587511,0.0474954885301784,0.108978703405143,-0.00144443838343317,0.00502285348928809,0.0748441802510941,0.11737877085576,0.019337414296529,0.0307753117774911,0.0356997232752356
"9",-0.00598308869847945,0.0588080395188187,-0.00856143098072701,0.103991776123965,0.0531997313600977,0.13172383342179,0.112521533246587,-0.00701054224906696,0.00939196939481857,-0.00213522566443507,0.196456276208151,0.0013832455923659,-0.00849828871701781,0.0133372288143355,0.188306793606114,0.00948999086899473,0.0610285768697464,0.100268472096758,0.000309859120693125,-0.00802874993351022
"10",0.039780527633387,0.0132523756913672,-0.00387851650911247,0.0197250429278134,0.0301097315995936,0.101896136283234,-0.00998697461685007,0.0903805882714353,0.0126925994307442,-0.000539843201325156,0.171232189509747,0.238836351707363,-0.00968710832420792,0.135629435667223,-0.00597962398685065,-0.000673745041187009,-0.00622483856279121,0.0599937483295385,0.0305720536924289,0.0928698694984482
