409,10,557,308,514,384,481,383,163,470,70,90,319,341,141,47,95,588,597,575,367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
409,300,58,415,279,505,276,234,301,479,123,94,39,180,127,255,343,545,580,151,367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
409,486,402,186,360,498,408,480,392,642,576,276,6,60,66,331,253,398,404,394,643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
409,168,207,182,218,139,167,143,63,127,180,70,8,91,2,109,179,52,198,162,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
409,63,58,124,94,108,85,24,30,6,87,25,70,15,11,66,49,18,96,111,134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
409,74,93,97,122,56,105,40,2,117,54,67,51,6,30,115,84,18,96,111,134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
409,125,97,137,72,105,81,115,47,120,71,10,14,38,49,25,92,18,96,111,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
397,444,586,10,8,279,40,103,422,213,223,146,566,172,209,91,313,108,626,503,501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
397,331,511,359,442,141,528,299,84,483,100,52,89,520,305,310,13,44,108,481,576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
397,526,162,542,275,612,8,486,212,427,115,146,93,268,210,34,109,453,108,492,626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
