4,0.9,0.089908,0.11982,0.079962,0.062538,0.098291,0.09824,0.098316,0.065528,0.12833,0.064504,0.14761,0.054532,0.07359,0.064504,0.073219,0.08547,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008
4,0.75145,0.089908,0.11982,0.079962,0.062538,0.098291,0.09824,0.098316,0.065528,0.12833,0.064504,0.14761,0.054532,0.07359,0.064504,0.073219,0.08547,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008
4,0.75145,0.089908,0.11982,0.079962,0.062538,0.098291,0.09824,0.098316,0.065528,0.12833,0.064504,0.14761,0.054532,0.07359,0.064504,0.073219,0.08547,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008
4,0.6509,0.091463,0.27521,0.063639,0.063639,0.063639,0.057419,0.081111,0.10872,0.060309,0.056094,0.050427,0.056094,0.084359,0.058231,0.074248,0.088487,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008
4,0.67899,0.1182,0.051282,0.054294,0.053419,0.051282,0.054294,0.081239,0.073171,0.05853,0.053419,0.081239,0.081239,0.054294,0.053419,0.14962,0.12385,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008
4,0.67899,0.1182,0.051282,0.054294,0.053419,0.051282,0.054294,0.081239,0.073171,0.05853,0.053419,0.081239,0.081239,0.054294,0.053419,0.14962,0.12385,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008
4,0.67899,0.1182,0.051282,0.054294,0.053419,0.051282,0.054294,0.081239,0.073171,0.05853,0.053419,0.081239,0.081239,0.054294,0.053419,0.14962,0.12385,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008,0.050008
4,0.76636,0.067321,0.050803,0.053717,0.059419,0.12013,0.050833,0.083493,0.14801,0.089576,0.065687,0.056114,0.084345,0.13185,0.10053,0.090309,0.077955,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004
4,0.76636,0.067321,0.050803,0.053717,0.059419,0.12013,0.050833,0.083493,0.14801,0.089576,0.065687,0.056114,0.084345,0.13185,0.10053,0.090309,0.077955,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004
4,0.76636,0.067321,0.050803,0.053717,0.059419,0.12013,0.050833,0.083493,0.14801,0.089576,0.065687,0.056114,0.084345,0.13185,0.10053,0.090309,0.077955,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004
4,0.76636,0.067321,0.050803,0.053717,0.059419,0.12013,0.050833,0.083493,0.14801,0.089576,0.065687,0.056114,0.084345,0.13185,0.10053,0.090309,0.077955,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004
4,0.76636,0.067321,0.050803,0.053717,0.059419,0.12013,0.050833,0.083493,0.14801,0.089576,0.065687,0.056114,0.084345,0.13185,0.10053,0.090309,0.077955,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004
4,0.76636,0.067321,0.050803,0.053717,0.059419,0.12013,0.050833,0.083493,0.14801,0.089576,0.065687,0.056114,0.084345,0.13185,0.10053,0.090309,0.077955,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004
4,0.76636,0.067321,0.050803,0.053717,0.059419,0.12013,0.050833,0.083493,0.14801,0.089576,0.065687,0.056114,0.084345,0.13185,0.10053,0.090309,0.077955,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004,0.050004
